variant,simulation_id,z_mm,core_solid_K,edge_solid_K,core_gas_K,edge_gas_K,core_Nu,edge_Nu
graetz_fd361_prescribed,E67,12.1875,534.6454518282627,533.8239279352669,502.31211787614257,503.63776939999025,4.359966097630743,4.295030553207178
graetz_fd361_prescribed,E67,14.062499999999998,543.0568584682759,542.2381622952737,512.1106971264286,513.3923145331507,4.2567809903991165,4.200470670441418
graetz_fd361_prescribed,E67,17.772727272727273,559.1484977164347,558.3359608701587,521.3874790177402,522.6275125642827,4.121429225974445,4.076547382477795
graetz_fd361_prescribed,E67,23.31818181818182,579.8251322449804,579.0154781665261,545.8366951496514,546.8218015840099,3.991936885765979,3.9582617465632026
graetz_fd361_prescribed,E67,28.863636363636363,597.8586482921362,597.0553364368039,567.7538629010508,568.5807561601595,3.9125081304252616,3.885751187773064
graetz_fd361_prescribed,E67,34.40909090909091,613.6345849705045,612.8379577899763,587.1720297725666,587.848553318997,3.859257377083952,3.8371705128503693
graetz_fd361_prescribed,E67,39.95454545454545,627.4339959542012,626.6436781601221,604.2759169431691,604.8016980396787,3.821314089342465,3.8025715173714394
graetz_fd361_prescribed,E67,45.5,639.4860710530232,638.7018101774185,619.284509696314,619.664513374483,3.793044919521834,3.776801961543981
graetz_fd361_prescribed,E67,51.04545454545455,649.9876027103223,649.2093415693577,632.4141736739965,632.6582398968754,3.771251147222777,3.756938919463024
graetz_fd361_prescribed,E67,56.59090909090909,659.1112729241308,658.3390620444377,643.8667959002289,643.9872479434679,3.7539882011234065,3.7412069495445817
graetz_fd361_prescribed,E67,62.13636363636364,667.0099354856807,666.2438542842974,653.8263313959036,653.8361478237329,3.7400095039334134,3.7284686431970906
graetz_fd361_prescribed,E67,67.68181818181819,673.8192983409352,673.0594100867087,662.4584370180615,662.3701921911071,3.7284812040437565,3.717963541164349
graetz_fd361_prescribed,E67,73.22727272727273,679.659848922702,678.9061811649489,669.9112930657584,669.7366378331685,3.7188257115538548,3.70916507041729
graetz_fd361_prescribed,E67,78.77272727272727,684.6383156063938,683.8908549508636,676.3168419752275,676.0663001654776,3.710631092947882,3.701697770255791
graetz_fd361_prescribed,E67,84.31818181818181,688.8487334891518,688.107427045872,681.7920845489407,681.4750144814847,3.703596193027457,3.695287193374337
graetz_fd361_prescribed,E67,89.86363636363637,692.3730529478056,691.6378123285253,686.4402277471489,686.06485822767,3.697496118182255,3.6897284129209735
graetz_fd361_prescribed,E67,95.40909090909092,695.2811015530051,694.5518081238147,690.3515155403256,689.9250026900952,3.692159821445574,3.684865580299527
graetz_fd361_prescribed,E67,100.95454545454547,697.6295230211977,696.9060359567337,693.6035347907704,693.1320044908782,3.687455149547999,3.6805782932651727
graetz_fd361_prescribed,E67,106.50000000000001,699.4589993651534,698.741172690636,696.2606664229903,695.7492122060156,3.6832786492698286,3.676772306188326
graetz_fd361_prescribed,E67,112.04545454545456,700.7884981502121,700.0762246226511,698.3721089103612,697.8247092391617,3.679548515584,3.6733731065401494
graetz_fd361_prescribed,E67,117.59090909090911,701.60425885481,700.897606549809,699.9674515288118,699.386754318984,3.6761997027262145,3.6703214652603924
graetz_fd361_prescribed,E67,123.13636363636364,701.8392178777856,701.1390715210329,701.0479517186365,700.4348597373241,3.6731806223157504,3.6675704361906893
graetz_fd361_prescribed,E67,128.6818181818182,701.3332367300858,700.6462297325816,701.5700819175222,700.9232244232143,3.670451145385364,3.6650835384785267
graetz_fd361_prescribed,E67,134.22727272727275,699.7381447408607,699.1253953608863,701.413912408126,700.7312576761002,3.6679819479354867,3.662834054719913
graetz_fd361_prescribed,E72,0.9375,413.1967672565655,411.16962646075336,296.422,296.422,12.99868529127247,12.481793084854335
graetz_fd361_prescribed,E72,2.8125,412.7075839014734,411.76336908624165,358.1988902851179,359.1589737585268,7.563485507172513,7.27486891376499
graetz_fd361_prescribed,E72,4.6875,415.77879212352786,415.1800434198327,377.3674569486278,378.45849154547426,6.13402841452081,5.9355530004595405
graetz_fd361_prescribed,E72,6.5625,420.1062955946513,419.6191962040551,388.7798343629664,389.9261330556598,5.462116248316779,5.311104592527506
graetz_fd361_prescribed,E72,8.4375,424.87759759145706,424.425525150226,397.2694429730468,398.4288752627513,5.070096998786477,4.94846878587081
graetz_fd361_prescribed,E72,10.312499999999998,429.7473005302681,429.30576901845734,404.3383568697389,405.4894849833438,4.812787829688919,4.711168324591269
graetz_fd361_prescribed,E72,12.1875,434.55711706907334,434.1190067629545,410.60335620752477,411.73690447370984,4.630797541347909,4.543686544717975
graetz_fd361_prescribed,E72,14.062499999999998,439.2335611417854,438.79744032563104,416.3563058010449,417.46907435302575,4.495250762381845,4.419140928950748
graetz_fd361_prescribed,E72,17.772727272727273,448.18455119771926,447.75338139706565,421.7475831529848,422.8388983662862,4.3144546336826615,4.253244543235283
graetz_fd361_prescribed,E72,23.31818181818182,459.7881668502937,459.364351663353,436.00448307477836,436.9840353522899,4.141678773518726,4.095085477795429
graetz_fd361_prescribed,E72,28.863636363636363,469.88769012478866,469.4732967957198,448.642911337045,449.53552007027565,4.034604527007594,3.997198607562665
graetz_fd361_prescribed,E72,34.40909090909091,478.702430095407,478.2976471429034,459.8535648878192,460.65680585860207,3.9621235909754495,3.9310026170045855
graetz_fd361_prescribed,E72,39.95454545454545,486.4072569755737,486.01152275956855,469.7681524813639,470.47596119599956,3.910040807145382,3.8834709932491958
graetz_fd361_prescribed,E72,45.5,493.14261327918246,492.7552068788467,478.5096364883181,479.1192660406674,3.870954479443637,3.847818912283606
graetz_fd361_prescribed,E72,51.04545454545455,499.0248576984685,498.6450942750913,486.19572602645013,486.7085630570633,3.8406320594402588,3.8201707786797985
graetz_fd361_prescribed,E72,56.59090909090909,504.1529564437118,503.7802286823065,492.9366584029943,493.35719924220916,3.816482607737131,3.798156566773667
graetz_fd361_prescribed,E72,62.13636363636364,508.61252553559444,508.24629731084656,498.8336495069513,499.1682466229311,3.7968343976701653,3.780248455528035
graetz_fd361_prescribed,E72,67.68181818181819,512.4783216215177,512.1181122834586,503.97840334666085,504.23426729041716,3.780562511836873,3.765419133748529
graetz_fd361_prescribed,E72,73.22727272727273,515.8158333966735,515.4612040889529,508.4532683567342,508.63779115859927,3.766883494800257,3.752953557669568
graetz_fd361_prescribed,E72,78.77272727272727,518.6822935751451,518.3328374668683,512.3316871241631,512.4520253113595,3.7552358152949057,3.7423394732157633
graetz_fd361_prescribed,E72,84.31818181818181,521.1272258594539,520.7825614537206,515.6787091970068,515.7415442269805,3.7452071023371896,3.7332008359128035
graetz_fd361_prescribed,E72,89.86363636363637,523.192497772217,522.852264218581,518.5514057719892,518.562811476492,3.736488166630255,3.7252557746195665
graetz_fd361_prescribed,E72,95.40909090909092,524.9117120363363,524.5755660796698,520.999038094761,520.9644006262063,3.7288430188123516,3.718289200982203
graetz_fd361_prescribed,E72,100.95454545454547,526.3085863753523,525.976201992065,523.0627923628109,522.9867387669445,3.722088801247037,3.7121344883827425
graetz_fd361_prescribed,E72,106.50000000000001,527.3936848610025,527.0647594973381,524.7747935113786,524.6610874660689,3.716082079069731,3.7066609655830143
graetz_fd361_prescribed,E72,112.04545454545456,528.1583846731613,527.8326629859223,526.155920221101,526.0072760000136,3.710709360224926,3.701765276587087
graetz_fd361_prescribed,E72,117.59090909090911,528.5641412273848,528.241491266249,527.2116084502167,527.0293544970043,3.7058805575850906,3.697365431629364
graetz_fd361_prescribed,E72,123.13636363636364,528.523653106167,528.204375187668,527.9242515784651,527.7077430817452,3.7015246421024077,3.6933968653535114
graetz_fd361_prescribed,E72,128.6818181818182,527.8673824502891,527.5542691589866,528.2397896044477,527.9854701186636,3.6975871227818238,3.6898101680314284
graetz_fd361_prescribed,E72,134.22727272727275,526.276814475526,525.9946971753944,528.0440218605994,527.7446423871414,3.69402936879939,3.686570441793454
graetz_fd361_prescribed,E77,0.9375,374.9308211343406,373.94368603653317,297.13699999999994,297.13699999999994,11.505604611788456,11.039417741992049
graetz_fd361_prescribed,E77,2.8125,375.2492137777469,374.77956145951424,340.39431554329656,341.2563535494178,6.881517866536929,6.634565618908962
graetz_fd361_prescribed,E77,4.6875,377.3992360045483,377.0953507427457,353.7383357049525,354.6637755055166,5.68757800099636,5.520586721443493
graetz_fd361_prescribed,E77,6.5625,380.2007861552032,379.9499878881275,361.53865924442374,362.4492777259539,5.131758821974047,5.005759551716935
graetz_fd361_prescribed,E77,8.4375,383.2288768277983,382.9941204261487,367.216056899947,368.08376397016553,4.809319188294185,4.7082985958257
graetz_fd361_prescribed,E77,10.312499999999998,386.2996272550087,386.06912118710017,371.8532612037911,372.6703749683009,4.598466667073852,4.514274321125657
graetz_fd361_prescribed,E77,12.1875,389.3273452687359,389.0977431693455,375.90237705473635,376.6704921919992,4.449708128059801,4.377624741700964
graetz_fd361_prescribed,E77,14.062499999999998,392.2714616999244,392.04219677700814,379.5804114279612,380.3046338453137,4.339097844390775,4.276144106585719
graetz_fd361_prescribed,E77,17.772727272727273,397.9062786227818,397.6784904046348,383.0005335547416,383.686627844605,4.1904498945734225,4.139895242536911
graetz_fd361_prescribed,E77,23.31818181818182,405.2282447311326,405.0027514483568,391.88979321032895,392.4501850217831,4.050207612191714,4.011614857490543
graetz_fd361_prescribed,E77,28.863636363636363,411.60822051045045,411.386558656896,399.7461219514169,400.2313084651649,3.9631380982823177,3.932041766098142
graetz_fd361_prescribed,E77,34.40909090909091,417.1728588408424,416.95534082063426,406.6900036479189,407.11274963590836,3.904036353251314,3.878068081137174
graetz_fd361_prescribed,E77,39.95454545454545,422.0253353508816,421.8118039004775,412.80771683500666,413.1711233508433,3.861431679400488,3.8391824516574777
graetz_fd361_prescribed,E77,45.5,426.2511254356184,426.0413156147374,418.1793005322854,418.4852892540959,3.829351828250514,3.8099155592975804
graetz_fd361_prescribed,E77,51.04545454545455,429.9228148275415,429.71646426279233,422.8805060058423,423.13183548219257,3.804382978420344,3.787143327351837
graetz_fd361_prescribed,E77,56.59090909090909,433.1031009299541,432.89997225632646,426.98168100129294,427.1820006247737,3.784434402626604,3.768953862887547
graetz_fd361_prescribed,E77,62.13636363636364,435.8466243902416,435.64650353245264,430.5470250317112,430.7004905690195,3.7681556826478766,3.7541130726683853
graetz_fd361_prescribed,E77,67.68181818181819,438.20112154337266,438.0038120700032,433.63439830649196,433.745304544823,3.7546367807793666,3.7417897796882795
graetz_fd361_prescribed,E77,73.22727272727273,440.2081559447176,440.01347461687266,436.29544856693394,436.36797365766614,3.7432428158247135,3.7314043903267033
graetz_fd361_prescribed,E77,78.77272727272727,441.9035387333863,441.7113128132801,438.57585569753763,438.6139053723028,3.7335179184563785,3.722540891870977
graetz_fd361_prescribed,E77,84.31818181818181,443.3174580088828,443.1275239231304,440.51555905231754,440.52267740267257,3.725126702782468,3.7148933155553445
graetz_fd361_prescribed,E77,89.86363636363637,444.47427286692516,444.28647597957524,442.14886710445575,442.12818321718004,3.71781726825705,3.7082319141732314
graetz_fd361_prescribed,E77,95.40909090909092,445.3918647938735,445.2060606084544,443.50435379342025,443.45853998069884,3.71139705834304,3.7023811049952924
graetz_fd361_prescribed,E77,100.95454545454547,446.0803601847896,445.89641824473875,444.6044250903933,444.5356468485715,3.705716686109655,3.697204699372317
graetz_fd361_prescribed,E77,106.50000000000001,446.5399252376957,446.3577387969024,445.4643920475626,445.37423091029433,3.700658866094835,3.6925958006759227
graetz_fd361_prescribed,E77,112.04545454545456,446.7571655867265,446.5766742481982,446.09080611417767,445.9801341125918,3.696130729053838,3.688469794319297
graetz_fd361_prescribed,E77,117.59090909090911,446.69940221869183,446.52064791181215,446.4786850652385,446.34746379990247,3.6920584614841077,3.6847594628735023
graetz_fd361_prescribed,E77,123.13636363636364,446.3056620060612,446.1289735516369,446.607059674379,446.45403075522955,3.6883836203763436,3.681411633037454
graetz_fd361_prescribed,E77,128.6818181818182,445.4722095684885,445.2992832543922,446.4319501787486,446.25420675161615,3.6850607444025045,3.6783850055550653
graetz_fd361_prescribed,E77,134.22727272727275,444.0254217583701,443.8691486794953,445.87519104085425,445.66799561434715,3.6820561076833562,3.6756489873674862
graetz_fd298_prescribed,E67,0.9375,495.60703468659676,492.2970143296735,296.33849999999995,296.33849999999995,11.396660946815912,10.911744102431438
graetz_fd298_prescribed,E67,2.8125,497.1265785110218,495.489756537943,415.9739615068837,417.25871114833774,6.0976745731239,5.859729820346295
graetz_fd298_prescribed,E67,4.6875,503.7730046033363,502.6701029185767,447.04694322295967,448.4337045604118,4.913075565480078,4.756120224040023
graetz_fd298_prescribed,E67,6.5625,512.0597891261973,511.1333905336089,465.41432700545806,466.8702894239294,4.376625486638314,4.259802927661396
graetz_fd298_prescribed,E67,8.4375,520.8238319478901,519.9558706337766,479.25931472299686,480.7427439981794,4.069550255582621,3.976813957061476
graetz_fd298_prescribed,E67,10.312499999999998,529.5927511791457,528.7445052827011,490.9777641062214,492.463899221234,3.870413185702809,3.793762110176928
graetz_fd298_prescribed,E67,12.1875,538.1622265858856,537.3216194556485,501.51410002822075,502.99093330578916,3.7307800172595242,3.6656335995414397
graetz_fd298_prescribed,E67,14.062499999999998,546.445751581606,545.6095917083536,511.2981608490551,512.7599891701377,3.6274828576044573,3.5709695014100618
graetz_fd298_prescribed,E67,17.772727272727273,562.267794542505,561.4404582767168,520.542550662365,521.985940731518,3.4919984430352935,3.44694159795665
graetz_fd298_prescribed,E67,23.31818181818182,582.6430150163634,581.8233212178802,545.0874611486137,546.3523439258287,3.362295223455244,3.328466427194274
graetz_fd298_prescribed,E67,28.863636363636363,600.3698429647632,599.5595256340008,566.9919144859101,568.1187929311566,3.2827839235417087,3.2559035696119487
graetz_fd298_prescribed,E67,34.40909090909091,615.8397533033971,615.0383949283497,586.4125076976645,587.3899624941423,3.229475031341043,3.207290266159552
graetz_fd298_prescribed,E67,39.95454545454545,629.3475218733034,628.5542071044823,603.5392730274274,604.3554320618897,3.1914869548703315,3.1726669536930237
