variant,simulation_id,irradiance_kW_m2,mean_flow_lpm,model_T8_K,observed_T8_K,model_T12_K,observed_T12_K,model_T11_K,observed_T11_K,model_T9_K,observed_T9_K,model_T10_K,observed_T10_K,model_T3_K,observed_T3_K,model_T2_K,observed_T2_K,model_T12_minus_T8_K,observed_T12_minus_T8_K,model_T12_minus_T9_K,observed_T12_minus_T9_K,model_T11_minus_T10_K,observed_T11_minus_T10_K,model_dp1_mbar,observed_dp1_mbar,mean_Nu_5mm,mean_Nu_58mm,mean_Nu_107mm,core_mass_flux_kg_m2s,edge_mass_flux_kg_m2s,core_to_edge_mass_flux_ratio,max_groove_dp_Pa,pressure_equalization_error,nz
Sh_0p1,E77,256.0,13.84748387096774,488.97663522667557,565.544,470.3158261576182,623.3499999999999,454.30199964811493,574.299,470.03378535097085,602.429,454.16508923497247,543.727,437.0088046276459,525.356,309.9064878812196,308.37,-18.660809069057393,57.805999999999926,0.28204080664733056,20.920999999999935,0.13691041314245922,30.572000000000003,0.3824621181352924,0.978,0.6165914882154793,0.3831732286255075,0.3724073830291584,2.1793506259573245,0.6952835259316874,3.134477583136996,57.15024244183826,4.80379120794012e-6,30
Sh_0p1,E81,256.0,4.527140495867768,610.7239611802779,760.0609999999999,653.2340914877773,749.902,647.4100482436348,618.9749999999999,653.5956034547125,728.5039999999999,647.9156228074384,597.766,639.8986961191263,550.499,332.32453146465645,319.315,42.51013030749937,-10.158999999999878,-0.361511966935268,21.39800000000014,-0.5055745638035205,21.208999999999946,-0.07662523473868943,-0.023,0.43505499752477644,0.36571199025768786,0.36344684201537236,0.5397552003057885,0.32330729565651,1.6694804217447612,17.456303433014305,4.611654023498126e-6,30
Sh_0p25,E67,456.0,15.2805125,606.5333815241454,931.6279999999999,687.4288150921793,991.103,699.906770941062,878.055,686.1369195773063,966.6659999999999,699.8814574710652,824.995,692.3303830870011,763.414,333.5264820023536,326.43699999999995,80.89543356803392,59.47500000000002,1.2918955148729765,24.437000000000012,0.025313469996717686,53.059999999999945,1.4935974696527738,2.712,1.499376935798494,0.9465615144259744,0.9247077111849082,2.312413763386278,0.821320998754011,2.8154811174855343,122.5900330723242,5.271887080983464e-6,30
Sh_0p25,E71,456.0,7.126846153846151,790.0126263118352,1203.298,997.1532485965497,1120.348,1018.2189070065255,882.823,998.3267138263772,1095.306,1019.9637588895285,847.476,1010.6850143522943,753.56,389.9310993717111,356.00399999999996,207.14062228471448,-82.95000000000005,-1.1734652298274568,25.041999999999916,-1.7448518830030935,35.34699999999998,1.0044670733297019,0.825,1.1277381323953481,0.9168148754087581,0.9098924476277617,0.8791197438117901,0.49644986104679467,1.7708127502707178,64.98297252046004,5.166637628057182e-6,30
Sh_0p25,E72,304.0,18.707575757575754,498.5904517379538,737.656,532.523794553911,797.899,532.750603763621,733.977,531.5306690467633,771.112,532.4876516078039,684.1869999999999,522.5327575073768,652.9549999999999,315.45087119705755,309.928,33.93334281595719,60.24300000000005,0.9931255071477381,26.787000000000035,0.26295215581717457,49.79000000000008,1.1286462232320407,2.485,1.6676094671397177,0.9673568603155086,0.935587983652409,2.9364547075600727,0.889645787947936,3.3007009613717413,109.2781094730785,7.907499960977424e-6,30
Sh_0p25,E76,304.0,4.526673611111114,781.8287591075136,1067.693,966.8871516673164,970.472,964.2321884419796,751.1579999999999,968.4272268703021,947.353,965.7987859925403,726.308,949.327601565092,647.019,379.9943986984505,338.123,185.05839255980277,-97.221,-1.5400752029856903,23.119000000000028,-1.5665975505606866,24.84999999999991,0.3337979969265161,0.174,1.0375757949000974,0.911353511564881,0.9071674156734417,0.513139729676764,0.34098164196994013,1.5048896084616803,28.82293875618778,6.944264040963187e-6,30
Sh_0p25,E77,256.0,13.84748387096774,424.66078225162136,565.544,446.25670011769864,623.3499999999999,447.0885053384593,574.299,445.91478080693315,602.429,447.0648046131001,543.727,442.07691235530433,525.356,308.0376293951437,308.37,21.595917866077286,57.805999999999926,0.34191931076549054,20.920999999999935,0.023700725359219632,30.572000000000003,0.42413713893508675,0.978,1.5249748623013748,0.9558732546938264,0.930086472538403,2.1266775574380716,0.72489432026486,2.933775997390946,60.913403302226044,7.313736510398926e-6,30
Sh_0p25,E81,256.0,4.527140495867768,564.473462297849,760.0609999999999,655.3198668958872,749.902,656.7316195675243,618.9749999999999,655.8210117574869,728.5039999999999,657.3004217513187,597.766,645.657555597115,550.499,332.4345097006823,319.315,90.84640459803825,-10.158999999999878,-0.5011448615996414,21.39800000000014,-0.5688021837944461,21.208999999999946,-0.05519798057158132,-0.023,1.0704295429066264,0.9139567723655826,0.9085150702829331,0.5308450892658731,0.3283276433080234,1.6168150933543426,18.180516378922626,5.557606585500033e-6,30
Sh_0p5,E67,456.0,15.2805125,543.2115186748296,931.6279999999999,669.9422314421843,991.103,698.5674282566167,878.055,669.0041580756349,966.6659999999999,698.8133007126246,824.995,697.0983565682616,763.414,331.66380847902906,326.43699999999995,126.7307127673547,59.47500000000002,0.9380733665493608,24.437000000000012,-0.24587245600787355,53.059999999999945,1.5538679063623628,2.712,2.956672045002782,1.8912036631290907,1.8487418511240599,2.2806084887648246,0.838993604789091,2.7182668327229162,128.13716606857798,8.008210056031715e-6,30
Sh_0p5,E71,456.0,7.126846153846151,746.925544737869,1203.298,1000.4785748710933,1120.348,1026.7661445031717,882.823,1001.8536169833762,1095.306,1028.6042399611163,847.476,1017.9223961019907,753.56,390.46927890305767,356.00399999999996,253.5530301332243,-82.95000000000005,-1.3750421122829266,25.041999999999916,-1.8380954579445188,35.34699999999998,1.0426819401269756,0.825,2.2236988547463534,1.8332561263937976,1.8196545590783693,0.8718795710499299,0.5005189118802664,1.7419513036472434,66.55044710561117,3.5166847127697198e-6,30
Sh_0p5,E72,304.0,18.707575757575754,450.3587618170871,737.656,515.344071989965,797.899,528.5102123692797,733.977,514.5090705288841,771.112,528.4535675086671,684.1869999999999,525.2757877075145,652.9549999999999,313.99919134065425,309.928,64.98531017287786,60.24300000000005,0.8350014610808785,26.787000000000035,0.056644860612550474,49.79000000000008,1.1736243667495838,2.485,3.301509184131729,1.9320303018850002,1.8701481373003932,2.898481143791647,0.9108365733097045,3.18221866438613,113.95852757436491,4.2157393679811635e-6,30
Sh_0p5,E76,304.0,4.526673611111114,764.1600754021017,1067.693,972.627828246864,970.472,970.7068165017088,751.1579999999999,974.2406646602459,947.353,972.3100845806591,726.308,954.1162929911538,647.019,380.9870847407864,338.123,208.46775284476234,-97.221,-1.6128364133818422,23.119000000000028,-1.6032680789503502,24.84999999999991,0.35083912020187435,0.174,2.0543771495554304,1.8225570974876528,1.814282561159588,0.510470152978868,0.3424904463752663,1.4904653790533664,29.234443974974283,5.5031455663904544e-6,30
Sh_0p5,E77,256.0,13.84748387096774,396.4477050800843,565.544,438.02806118255137,623.3499999999999,446.20386016044336,574.299,437.77673522136143,602.429,446.26511251381254,543.727,443.7357115251863,525.356,307.4092227754339,308.37,41.58035610246708,57.805999999999926,0.25132596118993433,20.920999999999935,-0.06125235336918422,30.572000000000003,0.44441797017820084,0.978,3.0251821780423613,1.9100314708171933,1.8595371712048103,2.106172029205035,0.7363679150403352,2.8602170004781753,62.801277269753164,4.498547989409954e-6,30
Sh_0p5,E81,256.0,4.527140495867768,550.0042868176338,760.0609999999999,657.0459857628452,749.902,660.2022108252364,618.9749999999999,657.5808003987099,728.5039999999999,660.7880228426282,597.766,647.6033443477914,550.499,332.6058923693913,319.315,107.04169894521146,-10.158999999999878,-0.5348146358646773,21.39800000000014,-0.5858120173917314,21.208999999999946,-0.04712879912722712,-0.023,2.118351166136953,1.827733826914453,1.816966963216507,0.5279600011989227,0.3299540151808741,1.6001017623910585,18.428985066015244,4.357107805826214e-6,30
kr_0p05,E67,456.0,15.2805125,515.6535721772183,931.6279999999999,662.8813676672136,991.103,698.0973577251146,878.055,660.1262146295915,966.6659999999999,699.2708982261687,824.995,699.3107622564223,763.414,330.8907220485289,326.43699999999995,147.2277954899953,59.47500000000002,2.755153037622108,24.437000000000012,-1.173540501054049,53.059999999999945,1.583998750909978,2.712,5.8522052466705015,3.780973703995,3.6969905368219407,2.269207301686199,0.8465905386805098,2.6804071130099913,130.70871205209843,6.538079237584358e-6,30
kr_0p05,E71,456.0,7.126846153846151,733.8483514446438,1203.298,1001.6037883000723,1120.348,1029.576190869043,882.823,1006.7639721862334,1095.306,1036.3119602013796,847.476,1022.6316334223293,753.56,390.5747701800739,356.00399999999996,267.75543685542857,-82.95000000000005,-5.160183886161121,25.041999999999916,-6.735769332336531,35.34699999999998,1.06409885091477,0.825,4.409506846005682,3.666108383875977,3.6391409007876954,0.8675092351914332,0.5029900349453725,1.724704616236879,67.49847092504417,8.47512412763488e-6,30
kr_0p05,E72,304.0,18.707575757575754,428.02566176422914,737.656,507.9524468618837,797.899,527.2265110049628,733.977,505.3936123008674,771.112,527.306082921254,684.1869999999999,526.4873330772025,652.9549999999999,313.3704385065401,309.928,79.92678509765454,60.24300000000005,2.5588345610162833,26.787000000000035,-0.07957191629111549,49.79000000000008,1.19709235331562,2.485,6.551890812931012,3.8619596370451967,3.739576340788736,2.885144797421607,0.9199730773568716,3.136118728290149,116.28039796298238,5.060017766648824e-6,30
kr_0p05,E76,304.0,4.526673611111114,761.1648698479761,1067.693,974.6801888552461,970.472,973.0333436989953,751.1579999999999,980.577539419432,947.353,978.8683713057046,726.308,957.9735749237407,647.019,381.2872442669233,338.123,213.51531900727002,-97.221,-5.897350564185899,23.119000000000028,-5.835027606709332,24.84999999999991,0.3607495394359319,0.174,4.089332461742345,3.6449152957705224,3.6284759491542586,0.5083517399729851,0.34365883120247137,1.4792337452648863,29.5554827695428,4.881022890908754e-6,30
kr_0p05,E77,256.0,13.84748387096774,383.18041497035443,565.544,434.5915402562199,623.3499999999999,446.13780267019706,574.299,433.9015187315064,602.429,446.4720075529973,543.727,444.45954068641663,525.356,307.1416341700023,308.37,51.41112528586547,57.805999999999926,0.6900215247134724,20.920999999999935,-0.3342048828002362,30.572000000000003,0.45520443723046655,0.978,6.0085193858869586,3.818627261895442,3.718572624791276,2.0978555638194654,0.7415620049139008,2.8289685149969857,63.75487442957841,3.6108400521920027e-6,30
kr_0p05,E81,256.0,4.527140495867768,546.3305060903389,760.0609999999999,657.7336858290626,749.902,661.4932077226483,618.9749999999999,659.7064523985529,728.5039999999999,663.6325056416766,597.766,649.0596881069009,550.499,332.66404532769053,319.315,111.40317973872368,-10.158999999999878,-1.972766569490318,21.39800000000014,-2.1392979190283086,21.208999999999946,-0.04273496716726688,-0.023,4.210672524242947,3.655266265219569,3.633848792522307,0.5262032534847917,0.33093374066176245,1.590056222229115,18.58468946838088,3.860578165433407e-6,30
kr_0p3,E67,456.0,15.2805125,507.0917545275995,931.6279999999999,662.3170523886762,991.103,699.0165608377233,878.055,661.916300761153,966.6659999999999,699.2371922161701,824.995,699.515899702893,763.414,330.8507215905586,326.43699999999995,155.22529786107668,59.47500000000002,0.40075162752316373,24.437000000000012,-0.2206313784467966,53.059999999999945,1.5889142828493483,2.712,5.835050431492965,3.78050248973483,3.6968381738259217,2.2638967888457984,0.8480377962885468,2.6695706238021284,131.28537632622994,5.178065645637057e-6,30
kr_0p3,E71,456.0,7.126846153846151,729.9683886759792,1203.298,1003.7424526463415,1120.348,1031.6794854515251,882.823,1004.6298877164238,1095.306,1032.8141570727178,847.476,1021.7347432887893,753.56,391.0865048702642,356.00399999999996,273.77406397036225,-82.95000000000005,-0.887435070082347,25.041999999999916,-1.1346716211926378,35.34699999999998,1.0630255175940537,0.825,4.406224720490835,3.6661623843138997,3.6391843304898446,0.8683957192233626,0.502471854690837,1.7282474851405811,67.34628621233605,8.499981860520429e-6,30
kr_0p3,E72,304.0,18.707575757575754,421.9816216232109,737.656,507.15707550911395,797.899,527.5096430922484,733.977,506.76955382736253,771.112,527.5396797406399,684.1869999999999,526.6372713838924,652.9549999999999,313.3061865425239,309.928,85.17545388590304,60.24300000000005,0.3875216817514229,26.787000000000035,-0.03003664839150133,49.79000000000008,1.2010440056384628,2.485,6.5369422970793964,3.8612211821504197,3.7393190771850358,2.8784235933350466,0.9216612867168991,3.123081803282027,116.76650811924709,2.401183799916675e-6,30
kr_0p3,E76,304.0,4.526673611111114,760.6229342321667,1067.693,976.352556878338,970.472,974.1924845859625,751.1579999999999,977.3459403876591,947.353,975.1688236229459,726.308,956.6835867192741,647.019,381.67931981932924,338.123,215.72962264617126,-97.221,-0.9933835093211201,23.119000000000028,-0.9763390369834042,24.84999999999991,0.3592257066129174,0.174,4.0890000010383805,3.6449831033269873,3.628517764747432,0.5093742881264386,0.34311333958011286,1.4845656795209088,29.425131214973675,4.934942360915489e-6,30
kr_0p3,E77,256.0,13.84748387096774,380.5449837080117,565.544,434.4592968610857,623.3499999999999,446.3969120341934,574.299,434.35519376501804,602.429,446.4569954429818,543.727,444.5198547516225,525.356,307.1342570666335,308.37,53.91431315307398,57.805999999999926,0.10410309606766077,20.920999999999935,-0.060083408788386805,30.572000000000003,0.4563374810312597,0.978,6.00160658595147,3.8183612300563383,3.718483309896316,2.0956503111182503,0.7421421664074791,2.823785530557789,63.885428232621436,3.3161590423771202e-6,30
kr_0p3,E81,256.0,4.527140495867768,545.7137691917128,760.0609999999999,658.4245455111346,749.902,662.0988663448945,618.9749999999999,658.7560251132752,728.5039999999999,662.4566477992653,597.766,648.7597828160542,550.499,332.7600332291054,319.315,112.71077631942183,-10.158999999999878,-0.3314796021405755,21.39800000000014,-0.3577814543707518,21.208999999999946,-0.04301326128452798,-0.023,4.209908916680815,3.6553049567677407,3.633873508767473,0.5266589557531767,0.330688389062036,1.5926139930312984,18.55215449360093,3.877659288242903e-6,30
kz_0p5,E67,456.0,15.2805125,540.941711723136,931.6279999999999,668.2255970267624,991.103,697.8187257480668,878.055,667.8097243026459,966.6659999999999,698.2685480371777,824.995,698.2188623591121,763.414,331.50115672660604,326.43699999999995,127.28388530362645,59.47500000000002,0.4158727241165252,24.437000000000012,-0.44982228911089805,53.059999999999945,1.625406846571917,2.712,5.752426519742591,3.7785624101364568,3.6966563601657882,2.2542237203579365,0.8536724794822623,2.6406189429054625,132.73754805845866,5.389853955047117e-6,30
kz_0p5,E71,456.0,7.126846153846151,807.670382792157,1203.298,1003.9273733712263,1120.348,1020.7405266496315,882.823,1005.563518421798,1095.306,1022.5663837407013,847.476,1014.8117707313731,753.56,391.4862991786816,356.00399999999996,196.25699057906922,-82.95000000000005,-1.636145050571713,25.041999999999916,-1.8258570910697927,35.34699999999998,1.0823695252962686,0.825,4.351053474887892,3.6658644823879927,3.6393002729190393,0.8645371330518944,0.5046520827425033,1.7131349748000961,67.43644736832645,8.619995249023543e-6,30
kz_0p5,E72,304.0,18.707575757575754,440.84133687246185,737.656,510.2816510113694,797.899,526.6528663189557,733.977,509.791729845369,771.112,526.7651771976763,684.1869999999999,526.0587443470674,652.9549999999999,313.57896475187385,309.928,69.44031413890752,60.24300000000005,0.4899211660003857,26.787000000000035,-0.11231087872056378,49.79000000000008,1.2237211684010942,2.485,6.475932154495001,3.8589155848759864,3.739111655267827,2.8699578651569957,0.9266935374467002,3.0969870288127095,117.8748588086251,2.5465046854621493e-6,30
kz_0p5,E76,304.0,4.526673611111114,829.9823914203458,1067.693,964.7405794878082,970.472,959.1196351592168,751.1579999999999,966.3926261773354,947.353,960.6554847167384,726.308,949.271749350319,647.019,380.20979045109755,338.123,134.75818806746236,-97.221,-1.6520466895271966,23.119000000000028,-1.5358495575216011,24.84999999999991,0.35998840645727637,0.174,4.0600223900577275,3.64510589893933,3.628680782943456,0.5083209386105753,0.3437056550516895,1.4789426101648793,29.275235181388823,4.9327457816765635e-6,30
kz_0p5,E77,256.0,13.84748387096774,395.16654267034255,565.544,436.7633087258258,623.3499999999999,445.181954817077,574.299,436.67437184680324,602.429,445.3118396669322,543.727,443.92864001887324,525.356,307.31394715396027,308.37,41.59676605548327,57.805999999999926,0.08893687902258307,20.920999999999935,-0.1298848498552161,30.572000000000003,0.4676718831739133,0.978,5.953421689400292,3.816585949095907,3.7184275727717497,2.089609642854191,0.7456216589477451,2.80250663024347,64.38104342382881,3.414652442029049e-6,30
kz_0p5,E81,256.0,4.527140495867768,587.1199412666358,760.0609999999999,654.4700116053729,749.902,652.8484860715848,618.9749999999999,655.0515434462434,728.5039999999999,653.4111599659396,597.766,645.4398373427284,550.499,332.49135694189744,319.315,67.35007033873705,-10.158999999999878,-0.5815318408705252,21.39800000000014,-0.5626738943548162,21.208999999999946,-0.0407417095469913,-0.023,4.177153351777885,3.6552988481025346,3.634079502522025,0.525395994424545,0.3314009290213463,1.5853787615384234,18.512659479326526,3.90008284775783e-6,30
kz_1p0,E67,456.0,15.2805125,574.7445364867273,931.6279999999999,674.3098965863966,991.103,696.5272281775568,878.055,674.1848731047123,966.6659999999999,697.0566803942684,824.995,696.8904908949303,763.414,332.18786658308795,326.43699999999995,99.5653600996693,59.47500000000002,0.12502348168425215,24.437000000000012,-0.5294522167115474,53.059999999999945,1.6656726624896803,2.712,5.668534192499953,3.7764818268215152,3.6964739995499123,2.2432928358080235,0.8598086960610023,2.6090604178407437,134.3779867309376,5.504947400243042e-6,30
kz_1p0,E71,456.0,7.126846153846151,868.9764153444069,1203.298,1002.0335129903013,1120.348,1011.867619949348,882.823,1003.7891398459751,1095.306,1013.6405448507071,847.476,1008.5124034074447,753.56,391.5789683124019,356.00399999999996,133.0570976458945,-82.95000000000005,-1.7556268556737677,25.041999999999916,-1.772924901359147,35.34699999999998,1.0957043735559227,0.825,4.313658199407746,3.6657140541360356,3.6394122911194264,0.8617098073484258,0.5062476163666206,1.7021508437570247,67.42821479519702,8.700103554256588e-6,30
kz_1p0,E72,304.0,18.707575757575754,459.35751018581544,737.656,513.4656408527042,797.899,525.805749141782,733.977,513.1575015250457,771.112,525.9785886812952,684.1869999999999,525.4798189953824,652.9549999999999,313.86214597238245,309.928,54.10813066688871,60.24300000000005,0.30813932765840946,26.787000000000035,-0.17283953951312014,49.79000000000008,1.2491399812213042,2.485,6.409955813299055,3.8563561738765175,3.7388863722828916,2.8599793255828314,0.9322929555175555,3.067683080363012,119.15525143941602,2.5836852542839487e-6,30
kz_1p0,E76,304.0,4.526673611111114,872.6601430884459,1067.693,954.7373041776184,970.472,949.6389567232335,751.1579999999999,956.3770182694124,947.353,951.1197473753242,726.308,944.1302178001154,647.019,378.9643716352166,338.123,82.07716108917248,-97.221,-1.6397140917939623,23.119000000000028,-1.4807906520907181,24.84999999999991,0.3585661797066163,0.174,4.04448154627873,3.6452612678311618,3.6287961182688675,0.5079004571597786,0.3439438866504205,1.4766956962255913,29.146736293621192,4.925039209716903e-6,30
kz_1p0,E77,256.0,13.84748387096774,408.3923720540928,565.544,438.58363683031416,623.3499999999999,444.1737581416402,574.299,438.57992554544836,602.429,444.3234043679105,543.727,443.40124584253545,525.356,307.46196253335887,308.37,30.191264776221374,57.805999999999926,0.00371128486580119,20.920999999999935,-0.14964622627030622,30.572000000000003,0.47840425448208346,0.978,5.9078576813915635,3.814998459231508,3.718393760555659,2.0838342144741744,0.7488629803023431,2.7826642113258893,64.86022239009692,3.4610574690554785e-6,30
kz_1p0,E81,256.0,4.527140495867768,610.8916218387822,760.0609999999999,650.2287845734268,749.902,647.8850766547241,618.9749999999999,650.8208547466156,728.5039999999999,648.4271439209172,597.766,643.7126228459439,550.499,332.1810397514421,319.315,39.33716273464461,-10.158999999999878,-0.5920701731888585,21.39800000000014,-0.5420672661930439,21.208999999999946,-0.040238575894094186,-0.023,4.16018259589409,3.655408018594494,3.63420618819512,0.5249229290482549,0.3316684480871225,1.5826736974099158,18.48305742772781,3.900615034531438e-6,30
betaopt_10,E67,456.0,15.2805125,460.08964727288276,931.6279999999999,570.8715367967036,991.103,626.9623452287316,878.055,570.1234327667145,966.6659999999999,626.8293278356259,824.995,636.5180728714766,763.414,322.03329184566905,326.43699999999995,110.78188952382084,59.47500000000002,0.748104029989122,24.437000000000012,0.13301739310566063,53.059999999999945,1.2165253267093952,2.712,5.966061454152789,3.801467245937581,3.704999863082469,2.314681583464867,0.8197443879234255,2.8236626167437544,111.71165229450631,4.236002660120846e-6,30
betaopt_10,E71,456.0,7.126846153846151,629.609347138113,1203.298,838.4665008811869,1120.348,920.2070870673957,882.823,839.0828202037671,1095.306,921.4291361991,847.476,931.3143438699633,753.56,363.9286577401651,356.00399999999996,208.85715374307392,-82.95000000000005,-0.6163193225802388,25.041999999999916,-1.2220491317042388,35.34699999999998,0.7497633335143414,0.825,4.488794276643269,3.6736942212312593,3.6417562689404193,0.8923538564820453,0.4889736160187404,1.8249529775198443,58.077541997928016,7.012098366085865e-6,30
betaopt_10,E72,304.0,18.707575757575754,393.39002244541336,737.656,454.66346507897856,797.899,486.199651151042,733.977,454.06368096558595,771.112,485.98532639061455,684.1869999999999,489.69787270890026,652.9549999999999,309.2085595193399,309.928,61.273442633565196,60.24300000000005,0.5997841133926158,26.787000000000035,0.2143247604274734,49.79000000000008,0.9654165001429713,2.485,6.642568566303629,3.8847746453274423,3.7491371364799604,2.9235010269769863,0.8966032147975674,3.2606408037886037,102.93388932301637,8.800244217109054e-6,30
betaopt_10,E76,304.0,4.526673611111114,650.8435125551661,1067.693,828.3114887134452,970.472,882.3943166761882,751.1579999999999,829.2652213744751,947.353,883.6239233073417,726.308,882.8742823954176,647.019,358.267402219265,338.123,177.46797615827916,-97.221,-0.9537326610299033,23.119000000000028,-1.2296066311535014,24.84999999999991,0.19387970972719026,0.174,4.141368869057916,3.649234480659325,3.6299233007384224,0.5211646636152937,0.3364362655123713,1.5490739763788324,26.08904870958861,4.288495351927372e-6,30
betaopt_10,E77,256.0,13.84748387096774,360.60953447715167,565.544,400.2358924891316,623.3499999999999,419.6113738959574,574.299,400.0462812248115,602.429,419.59405099702826,543.727,420.9395884622487,525.356,304.6212116598242,308.37,39.6263580119799,57.805999999999926,0.18961126432009223,20.920999999999935,0.01732289892913741,30.572000000000003,0.353294015061571,0.978,6.072116271198743,3.8333266947941986,3.72483472676252,2.1208882943552436,0.7280450002794603,2.9131280257966745,58.25598299479921,2.862351362249002e-6,30
