variant,simulation_id,ring,radius_mm,groove_overlap,ring_mass_flow_kg_s,ring_mass_flux_kg_m2s,ring_dp_Pa,groove_dp_Pa,outlet_gas_K
apparent_prescribed_v9,E74,3,2.6799005218518426,0.0,9.432696316624191e-6,0.8384618948110393,159.41798267943415,0.0,613.1184210925688
apparent_prescribed_v9,E74,4,3.7518607305925795,0.0,1.3126041863088067e-5,0.8333994833706707,157.9748627759207,0.0,612.5829064690076
apparent_prescribed_v9,E74,5,4.8238209393333165,0.0,1.673965442936613e-5,0.8266496014501793,156.0605274312359,0.0,611.8666245013034
apparent_prescribed_v9,E74,6,5.895781148074053,0.0,2.025075316397673e-5,0.818212249049565,153.68329881535294,0.0,610.9674573987088
apparent_prescribed_v9,E74,7,6.96774135681479,0.9409271337274929,2.363655721543821e-5,0.8080874261688281,150.8534627140063,0.0,609.882533235667
apparent_prescribed_v9,E74,8,8.039701565555527,1.0,2.6874285732268945e-5,0.7962751328079681,147.58320064249068,0.0,608.608073488723
apparent_prescribed_v9,E74,9,9.111661774296264,1.0,2.9941157862987185e-5,0.7827753689669853,143.88651802022196,0.0,607.139206899661
apparent_prescribed_v9,E74,10,10.183621983037002,1.0,3.281439275611137e-5,0.7675881346458797,139.7791732170648,0.0,605.4697473712281
apparent_prescribed_v9,E75,1,0.5359801043703685,0.0,1.4615490052332444e-6,0.6495773356592197,122.59478131808694,0.0,635.9868833656211
apparent_prescribed_v9,E75,2,1.6079403131111056,0.0,4.375875528796609e-6,0.648277856118016,122.23115038983971,0.0,635.7819962961013
apparent_prescribed_v9,E75,3,2.6799005218518426,0.0,7.263887591650595e-6,0.6456788970356084,121.50541671165443,0.0,635.3716943748254
apparent_prescribed_v9,E75,4,3.7518607305925795,0.0,1.0108042219988958e-5,0.6417804584119972,120.42062476093608,0.0,634.7548918016545
apparent_prescribed_v9,E75,5,4.8238209393333165,0.0,1.289079644000544e-5,0.6365825402471823,118.98131222252232,0.0,633.929884058757
apparent_prescribed_v9,E75,6,5.895781148074053,0.0,1.5594607277893794e-5,0.6300851425411635,117.1934769953955,0.0,632.8942562498405
apparent_prescribed_v9,E75,7,6.96774135681479,0.9409271337274929,1.820193175984777e-5,0.6222882652939411,115.06453621101298,0.0,631.6447596365207
apparent_prescribed_v9,E75,8,8.039701565555527,1.0,2.0695226912061146e-5,0.613191908505515,112.60327972626018,0.0,630.1771550802874
