phase,simulation_id,sensor,rmse_K,steady_error_K,t90_error_s
heating_validation,E78,T9,72.57087308771969,-87.95766840184956,-700.0
heating_validation,E78,T10,30.95508359591428,-38.08185064721363,-1300.0
heating_validation,E78,T3,24.782801491004243,-24.82850899176708,-1150.0
heating_validation,E78,T2,11.449589850088937,11.982070838030438,-750.0
heating_training,E79,T8,37.40390963028241,-42.28483346180508,-250.0
heating_training,E79,T12,88.7399084330006,-99.06786174404454,-300.0
heating_training,E79,T11,34.91730168383918,-48.14914707023445,-750.0
heating_training,E79,T9,61.058744499605595,-74.21483492908271,-650.0
heating_training,E79,T10,29.145268550322648,-16.34634668009255,-1200.0
heating_training,E79,T3,31.505397960455415,-0.6596199580337725,-1150.0
heating_training,E79,T2,12.819944505968868,14.86126179388765,-950.0
heating_validation,E80,T8,23.170380467805483,-25.79828118661294,-250.0
heating_validation,E80,T12,68.32868291571937,-77.07250165103278,-350.0
heating_validation,E80,T11,18.210098047180086,-20.568913132137027,-800.0
heating_validation,E80,T9,42.621223225989475,-51.776878980743504,-700.0
heating_validation,E80,T10,42.32962239838283,9.804849954632118,-1200.0
heating_validation,E80,T3,51.10305966468982,26.99430338100126,-1050.0
heating_validation,E80,T2,16.76397159666387,18.278304477944232,-1000.0
heating_training,E81,T8,23.576877094137032,24.924282199498748,-200.0
heating_training,E81,T12,19.10590386010872,-16.618435184984946,-300.0
heating_training,E81,T11,47.511350332333365,40.33968531431856,-700.0
heating_training,E81,T9,26.372506738615872,8.685383607133076,-550.0
heating_training,E81,T10,82.34127945659418,68.15725889870612,-1000.0
heating_training,E81,T3,93.20182546051443,84.68177685070759,-900.0
heating_training,E81,T2,20.996258298936638,25.391846703293993,-950.0
cooling_validation,C69,T8,47.878289227655515,11.483828132381973,-50.0
cooling_validation,C69,T12,27.73580159339337,24.700290486448353,-250.0
cooling_validation,C69,T11,35.29887519351976,62.83427791521643,-450.0
cooling_validation,C69,T9,54.72299198731899,15.680109308943543,-550.0
cooling_validation,C69,T10,45.64675223104568,44.0356657720655,-750.0
cooling_validation,C69,T3,47.43347380946207,70.67182946980978,-650.0
cooling_validation,C69,T2,21.237686257436607,0.12939358956646174,-150.0
cooling_validation,C80,T8,17.081401773826084,17.481765060502994,-450.0
cooling_validation,C80,T12,16.02069286988266,27.769083178624783,-650.0
cooling_validation,C80,T11,28.022783188969733,49.078813459102946,-700.0
cooling_validation,C80,T9,30.03004690512588,25.461597747621227,-900.0
cooling_validation,C80,T10,27.62367878302381,43.51121112183006,-850.0
cooling_validation,C80,T3,34.77959153157371,55.90656272527451,-850.0
cooling_validation,C80,T2,12.468285873176496,1.5060256349604515,-400.0
cooling_validation,C81,T8,25.733798455570973,30.79603159460737,-450.0
cooling_validation,C81,T12,29.863737770487592,44.867053885354494,-900.0
cooling_validation,C81,T11,45.302757523413554,65.5652548361345,-550.0
cooling_validation,C81,T9,34.01792367046009,43.1150011442337,-1050.0
cooling_validation,C81,T10,42.13481452039356,62.02170132681579,-700.0
cooling_validation,C81,T3,53.13388621392986,73.33538175848679,-700.0
cooling_validation,C81,T2,11.176276740752344,4.3263701994553685,-750.0
