front_coefficient,simulation_id,irradiance_kW_m2,mean_flow_lpm,model_T12_minus_T8_K,observed_T12_minus_T8_K,model_T12_minus_T9_K,observed_T12_minus_T9_K,model_T11_minus_T10_K,observed_T11_minus_T10_K,model_T3_K,observed_T3_K,front_to_gas_W,mean_front_h_W_m2K,mean_gas_preheat_K,front_radiation_W,remaining_front_convection_W,mass_flow_kg_s,dp1_model_mbar
0.0,E77,256.0,13.84748387096774,-50.45425360465805,57.805999999999926,-0.29292234537314243,20.920999999999935,-0.19845604359522895,30.572000000000003,429.99517222208874,525.356,0.0,0.0,0.0,3.2578577195420286,4.15861444310398,0.00027711654472435665,0.8167334964395153
0.0,E78,256.0,10.009137614678897,-77.01932156509076,54.129999999999995,-0.4103945327445899,22.18399999999997,-0.260314553031435,28.388000000000034,463.0143359601357,554.4549999999999,0.0,0.0,0.0,4.566843036789583,4.9925016132648645,0.0002003242487927985,0.47904457926105215
0.0,E79,256.0,8.033490566037736,-96.05243150252102,39.89499999999998,-0.5176627874776614,22.04499999999996,-0.3146655420484876,26.559000000000083,481.9897564239501,560.0329999999999,0.0,0.0,0.0,5.754033822854929,5.658337397236717,0.00016086765484359764,0.28132430876143333
0.0,E80,256.0,6.605050847457628,-111.42775073216126,25.01699999999994,-0.6305397268729394,22.118000000000052,-0.36951970299821824,24.714999999999918,496.9507229865581,561.2539999999999,0.0,0.0,0.0,7.012550505588299,6.1566691547540735,0.00013213557121730338,0.12992811222435896
0.0,E81,256.0,4.527140495867768,-131.8861906664489,-10.158999999999878,-0.8707411638965823,21.39800000000014,-0.4815170459246474,21.208999999999946,516.2313233762599,550.499,0.0,0.0,0.0,9.87814081588575,7.102120196842646,9.043803481256982e-5,-0.10635234120689141
0.05,E67,456.0,15.2805125,-128.25027943967814,59.47500000000002,-1.2304538336950372,24.437000000000012,-0.7594664149214623,53.059999999999945,636.62609337087,763.414,0.7261914345678199,7.8655834529497515,2.226488198304139,16.927485899849227,11.815680802765646,0.0003060287040836849,2.5663502787694425
0.05,E68,456.0,12.499871559633025,-151.02034136985515,35.0680000000001,-1.555595415460175,26.7890000000001,-0.9159674756400591,48.652000000000044,674.6376150007497,773.207,0.766824317628265,7.137074303723997,2.8765004436047263,22.392774206864804,13.07292956313008,0.00025000514269536727,2.045834432775485
0.05,E69,456.0,10.499733944954128,-164.04550109612796,12.30099999999993,-1.8743403857968133,26.35200000000009,-1.0636626825970552,43.918000000000006,698.7052193953496,769.76,0.7805560539907306,6.524380717370259,3.481962134297362,27.725279577877544,14.380804495246801,0.00021028843935400635,1.62033996650631
0.05,E70,456.0,9.107139705882352,-169.2642772687209,-32.19699999999989,-2.1578663382144896,26.552000000000135,-1.1923273631231268,40.690000000000055,715.6683467992373,779.518,0.7809486744904919,6.095237928241888,4.01968644999003,32.650706077401374,15.265087319723001,0.00018217661658593987,1.312783282293001
0.05,E71,456.0,7.126846153846151,-170.56581884878187,-82.95000000000005,-2.6545599756266256,25.041999999999916,-1.4158321524314488,35.34699999999998,732.525183428494,753.56,0.7592347678291939,5.414573355717046,4.9784935657280185,40.95136487698183,16.738065857073156,0.00014296012361411756,0.8549801385727279
0.05,E72,304.0,18.707575757575754,-67.65749421244459,60.24300000000005,-0.553340038068427,26.787000000000035,-0.3681774958033657,49.79000000000008,506.3092036942096,652.9549999999999,0.45319766394142047,8.608557161766587,1.16012726209201,6.926921821477641,7.407199834691815,0.0003664741251387232,2.1535982524252937
0.05,E73,304.0,13.170870967741934,-107.82795399994791,56.78800000000001,-0.8086419506300899,26.93100000000004,-0.5025900966137442,44.360000000000014,559.6765708352987,694.626,0.5348949777453079,7.30886196321309,1.9025512112368914,10.203785304459092,8.731864758255504,0.000263690898405942,1.5078884562280739
0.05,E74,304.0,9.023245901639344,-145.71982178485155,13.971000000000004,-1.237352191806167,27.01800000000003,-0.7084760143702624,36.19900000000007,610.7401266821179,697.672,0.5870140519574223,6.041017055978492,3.0519043876256773,16.273159929288393,10.549390021345165,0.00018039586767038267,0.8853819318623893
0.05,E75,304.0,6.944410852713178,-158.25485419363906,-29.036000000000058,-1.5866839049307373,25.510999999999967,-0.8697764390535667,31.284999999999968,633.4730986030261,681.066,0.5889145711723938,5.302635959351742,3.975690178392983,21.43759754351218,11.78610147791246,0.0001389184238282461,0.5320641783241961
0.05,E76,304.0,4.526673611111114,-160.27620221314442,-97.221,-2.1362985292487338,23.119000000000028,-1.1229021370912733,24.84999999999991,644.5966155376291,647.019,0.545346627315379,4.28575361654663,5.6315795355044544,29.591117328101557,13.658194404109045,9.081819469341913e-5,0.09094316660766011
0.05,E77,256.0,13.84748387096774,-49.15512839640127,57.805999999999926,-0.2928300028255535,20.920999999999935,-0.19848836541990522,30.572000000000003,430.0965868928959,525.356,0.26118714376465085,7.494507127037005,0.8836564624413938,3.2444910838807277,4.1528474263351445,0.00027711654472435665,0.8179071844658609
0.05,E78,256.0,10.009137614678897,-75.08023798049874,54.129999999999995,-0.41020880220946765,22.18399999999997,-0.2604719784849294,28.388000000000034,463.27823929777855,554.4549999999999,0.30659405320399374,6.382577805231738,1.434567034984815,4.537577800134856,4.982977714139043,0.0002003242487927985,0.4809249503910965
0.05,E79,256.0,8.033490566037736,-93.71143056754136,39.89499999999998,-0.5173735334672074,22.04499999999996,-0.3149777258186077,26.559000000000083,482.46027862079717,560.0329999999999,0.3301753214544914,5.706130228077403,1.9242476879469392,5.708683876149284,5.6461627803219825,0.00016086765484359764,0.28377199590854896
0.05,E80,256.0,6.605050847457628,-108.82593424024765,25.01699999999994,-0.6301627591393526,22.118000000000052,-0.37003806924565197,24.714999999999918,497.69393492721724,561.2539999999999,0.3437170282123206,5.170371926269604,2.4387825610167853,6.950299468821325,6.142366446738582,0.00013213557121730338,0.13288286624646473
0.05,E81,256.0,4.527140495867768,-129.12354746259894,-10.158999999999878,-0.8702587856400896,21.39800000000014,-0.48258420844626926,21.208999999999946,517.7341003155021,550.499,0.34700731753809566,4.286316911814895,3.596558105073501,9.785869940622744,7.085479892604689,9.043803481256982e-5,-0.1026817394958437
0.1,E67,456.0,15.2805125,-125.05767548679455,59.47500000000002,-1.2312121396919338,24.437000000000012,-0.7604409203148634,53.059999999999945,637.1514435327138,763.414,1.4416741524506798,15.731166905899503,4.420211533143686,16.80460500721713,11.803486966046213,0.0003060287040836849,2.5724476933152873
0.1,E68,456.0,12.499871559633025,-147.51583748080452,35.0680000000001,-1.5569043741257929,26.7890000000001,-0.9177371200815969,48.652000000000044,675.4996915333063,773.207,1.5228792277328425,14.274148607447994,5.712695485114921,22.21478371468642,13.058488599159213,0.00025000514269536727,2.053568778761127
0.1,E69,456.0,10.499733944954128,-160.48307714718533,12.30099999999993,-1.8761293495394966,26.35200000000009,-1.0662443560986503,43.918000000000006,699.925232402872,769.76,1.5507910678021253,13.048761434740518,6.917998408380771,27.503794714106395,14.36507073861681,0.00021028843935400635,1.6291748935163768
0.1,E70,456.0,9.107139705882352,-165.75255202188578,-32.19699999999989,-2.1600138829530806,26.552000000000135,-1.195616340376887,40.690000000000055,717.2285005154106,779.518,1.552010483292163,12.190475856483776,7.988619965155595,32.398683294619175,15.249074315410438,0.00018217661658593987,1.322295994886045
0.1,E71,456.0,7.126846153846151,-167.27268252458703,-82.95000000000005,-2.657121934457109,25.041999999999916,-1.4202377485529496,35.34699999999998,734.7255869229185,753.56,1.5094379131899576,10.829146711434092,9.89794378542627,40.66401021742341,16.72237065704436,0.00014296012361411756,0.8650398998127914
0.1,E72,304.0,18.707575757575754,-65.80563105422425,60.24300000000005,-0.5533428884670002,26.787000000000035,-0.3682920022556573,49.79000000000008,506.45433223642095,652.9549999999999,0.8993098221784191,17.217114323533174,2.302146786096222,6.896640443099895,7.400211026289433,0.0003664741251387232,2.1558487835507405
0.1,E73,304.0,13.170870967741934,-105.08186799319571,56.78800000000001,-0.8088521237402801,26.93100000000004,-0.5031157352455011,44.360000000000014,560.0726522776127,694.626,1.0610503756225713,14.61772392642618,3.774072161765582,10.131767990276314,8.720418342565786,0.000263690898405942,1.5117184231551972
0.1,E74,304.0,9.023245901639344,-142.40460131124996,13.971000000000004,-1.2379787388456407,27.01800000000003,-0.7100003955915781,36.19900000000007,611.7323715256503,697.672,1.1650135757174387,12.082034111956984,6.057047053023439,16.13214408388994,10.533507257297199,0.00018039586767038267,0.8912147344268476
0.1,E75,304.0,6.944410852713178,-154.95358374112072,-29.036000000000058,-1.5876048826411306,25.510999999999967,-0.8721904840190291,31.284999999999968,635.0589994341793,681.066,1.1694022468524425,10.605271918703483,7.894643898703936,21.255871564917626,11.768867987011152,0.0001389184238282461,0.5388192813854017
0.1,E76,304.0,4.526673611111114,-157.3458090667168,-97.221,-2.137465224646803,23.119000000000028,-1.1266608165116168,24.84999999999991,647.3734261243665,647.019,1.08351935421446,8.57150723309326,11.189336005456989,29.377863157509548,13.641599536328545,9.081819469341913e-5,0.09804571036061216
0.1,E77,256.0,13.84748387096774,-47.87853262478461,57.805999999999926,-0.29273913589497624,20.920999999999935,-0.19852008603612603,30.572000000000003,430.1962513100193,525.356,0.5180264945442955,14.98901425407401,1.7526281616271433,3.2314383591346445,4.147178992276272,0.00027711654472435665,0.8190614096159462
0.1,E78,256.0,10.009137614678897,-73.17626798585411,54.129999999999995,-0.4100215172737762,22.18399999999997,-0.26062463240430134,28.388000000000034,463.5361317831872,554.4549999999999,0.6076104957069686,12.765155610463475,2.8430799956057684,4.509068675822244,4.973620233501021,0.0002003242487927985,0.4827671278072442
0.1,E79,256.0,8.033490566037736,-91.41168570313664,39.89499999999998,-0.5170799640001178,22.04499999999996,-0.31528006635801376,26.559000000000083,482.9199240296761,560.0329999999999,0.6542114072729185,11.412260456154806,3.812780141313618,5.664518228809103,5.63419062669594,0.00016086765484359764,0.2861694654557665
0.1,E80,256.0,6.605050847457628,-106.26855775558442,25.01699999999994,-0.6297823307088493,22.118000000000052,-0.3705425052527289,24.714999999999918,498.42120760232035,561.2539999999999,0.6810715326549936,10.340743852539209,4.83251032620962,6.889631646631657,6.128252963762764,0.00013213557121730338,0.13578155578274176
0.1,E81,256.0,4.527140495867768,-126.4017678456155,-10.158999999999878,-0.8697701477792634,21.39800000000014,-0.48362899641335844,21.208999999999946,519.208484202371,550.499,0.6878803200033656,8.57263382362979,7.129699818808495,9.6957469104054,7.069073472401737,9.043803481256982e-5,-0.09907000115667819
0.25,E67,456.0,15.2805125,-115.72377553451099,59.47500000000002,-1.233359412632126,24.437000000000012,-0.7632550368770126,53.059999999999945,638.6697307662387,763.414,3.5257874072387745,39.327917264748756,10.810651913098786,16.45171960582577,11.767807862552214,0.0003060287040836849,2.5901236960332334
0.25,E68,456.0,12.499871559633025,-137.24099910798645,35.0680000000001,-1.5606607711022207,26.7890000000001,-0.9228701147017091,48.652000000000044,677.9998812285909,773.207,3.728132834548196,35.68537151861999,13.985822427010959,21.701535989350777,13.016079367850466,0.00025000514269536727,2.07607465747026
0.25,E69,456.0,10.499733944954128,-150.00340726536592,12.30099999999993,-1.8812698057352009,26.35200000000009,-1.0737577805354022,43.918000000000006,703.4745885101499,769.76,3.800996796483187,32.621903586851296,16.95689333128096,26.86215462381621,14.3187334746248,0.00021028843935400635,1.654973303818033
0.25,E70,456.0,9.107139705882352,-155.4069076007313,-32.19699999999989,-2.166166801550844,26.552000000000135,-1.2051984715577646,40.690000000000055,721.7762373098709,779.518,3.8071340250085552,30.47618964120944,19.597358515877954,31.66606286696928,15.201759381871755,0.00018217661658593987,1.3501454046905002
0.25,E71,456.0,7.126846153846151,-157.55861192412135,-82.95000000000005,-2.664536364534115,25.041999999999916,-1.4331331770337101,35.34699999999998,741.1645180651958,753.56,3.7069655192301725,27.07286677858523,24.30926803694651,39.82617171280187,16.675918650088438,0.00014296012361411756,0.8946318508848422
0.25,E72,304.0,18.707575757575754,-60.42081591138208,60.24300000000005,-0.5533330558422449,26.787000000000035,-0.3686157555110867,49.79000000000008,506.87166089324813,652.9549999999999,2.1967298393841648,43.04278580883294,5.623638097113167,6.809874212678366,7.379812285986891,0.0003664741251387232,2.162348873792843
0.25,E73,304.0,13.170870967741934,-97.08916854466645,56.78800000000001,-0.8094125085090127,26.93100000000004,-0.5046168881633548,44.360000000000014,561.2106598524254,694.626,2.5889354431754454,36.54430981606545,9.209040511657737,9.925844008146841,8.687014626688395,0.000263690898405942,1.522770469874593
0.25,E74,304.0,9.023245901639344,-132.7077575150778,13.971000000000004,-1.2397410716760078,27.01800000000003,-0.7144023420213443,36.19900000000007,614.6032398222808,697.672,2.8465192765514127,30.205085279892455,14.800165842323736,15.726640444628856,10.48693785870971,0.00018039586767038267,0.9081625132329875
0.25,E75,304.0,6.944410852713178,-145.25929497842833,-29.036000000000058,-1.5901880810093871,25.510999999999967,-0.8792035392342541,31.284999999999968,639.6686683252545,681.066,2.8615978357390763,26.513179796758703,19.319784930530183,20.730234698102922,11.718140259816046,0.0001389184238282461,0.5585505412803095
0.25,E76,304.0,4.526673611111114,-148.71779337246357,-97.221,-2.1407345745210478,23.119000000000028,-1.1376328761684817,24.84999999999991,655.4847464967112,647.019,2.6559890435428044,21.42876808273315,27.429884532141084,28.757146197435766,13.592631972720511,9.081819469341913e-5,0.11894298548967563
0.25,E77,256.0,13.84748387096774,-44.17642088858014,57.805999999999926,-0.29246895603927214,20.920999999999935,-0.19860946175748495,30.572000000000003,430.48303568104313,525.356,1.2635215307854577,37.472535635185025,4.275027242938376,3.1940104134597154,4.130711096031201,0.00027711654472435665,0.8223977269710728
0.25,E78,256.0,10.009137614678897,-67.66944956092823,54.129999999999995,-0.40947048150735554,22.18399999999997,-0.26106143145977967,28.388000000000034,464.27802576429673,554.4549999999999,1.478651852953087,31.912889026158687,6.919102966460923,4.4278753177849275,4.9464967244115,0.0002003242487927985,0.4880863985647118
0.25,E79,256.0,8.033490566037736,-84.75854977739618,39.89499999999998,-0.5162197728451474,22.04499999999996,-0.3161452751749039,26.559000000000083,484.2421182057452,560.0329999999999,1.5910659153357993,28.530651140387004,9.27328553223399,5.538954441896594,5.599485731675317,0.00016086765484359764,0.29309329889550073
0.25,E80,256.0,6.605050847457628,-98.85335873177212,25.01699999999994,-0.6286342211031979,22.118000000000052,-0.37197911832731734,24.714999999999918,500.5117776605524,561.2539999999999,1.6564853177299104,25.851859631348027,11.75416190709144,6.716849828636372,6.087306080677822,0.00013213557121730338,0.14415365631172528
0.25,E81,256.0,4.527140495867768,-118.4757617980938,-10.158999999999878,-0.8682835384954615,21.39800000000014,-0.4866263756521221,21.208999999999946,523.46549371431,550.499,1.6749862409676144,21.431584559074473,17.361978354479515,9.437583793670308,7.021200041971395,9.043803481256982e-5,-0.08858083808249217
0.5,E67,456.0,15.2805125,-100.94276241867658,59.47500000000002,-1.2366167801044412,24.437000000000012,-0.7676045220749756,53.059999999999945,641.0186268531736,763.414,6.802520652752504,78.65583452949751,20.85922733626004,15.912088362061724,11.711184368558273,0.0003060287040836849,2.6176375971111305
0.5,E68,456.0,12.499871559633025,-120.86728254765,35.0680000000001,-1.5663673039639434,26.7890000000001,-0.930862618083097,48.652000000000044,681.892097599079,773.207,7.203553269269994,71.37074303723998,27.025772276460128,20.910065620401603,12.948310730864128,0.00025000514269536727,2.111340427579412
0.5,E69,456.0,10.499733944954128,-133.22034666806758,12.30099999999993,-1.889136472338805,26.35200000000009,-1.0855438958461718,43.918000000000006,709.0382901601123,769.76,7.358073657858178,65.24380717370259,32.828327974382994,25.86488527842463,14.244287732805205,0.00021028843935400635,1.6957050178168003
0.5,E70,456.0,9.107139705882352,-138.78661104947537,-32.19699999999989,-2.175613652195125,26.552000000000135,-1.220303274890739,40.690000000000055,728.9393954384095,779.518,7.379687026308629,60.95237928241888,37.9904403225338,30.520817521468985,15.125413556970955,0.00018217661658593987,1.3943644357028804
0.5,E71,456.0,7.126846153846151,-141.90573119954138,-82.95000000000005,-2.6759749358802765,25.041999999999916,-1.4535751799650143,35.34699999999998,751.3718492311602,753.56,7.199005672657584,54.14573355717046,47.21339080681776,38.50644433755801,16.60056545657675,0.00014296012361411756,0.9420159877986644
0.5,E72,304.0,18.707575757575754,-51.980824367747005,60.24300000000005,-0.5533026911937213,26.787000000000035,-0.36911149964191736,49.79000000000008,507.51652360314836,652.9549999999999,4.231729519245164,86.08557161766588,10.833949576691612,6.677929974617368,7.347822368854182,0.0003664741251387232,2.1724558609766023
0.5,E73,304.0,13.170870967741934,-84.54535717200326,56.78800000000001,-0.8101903454448802,26.93100000000004,-0.5069124041415307,44.360000000000014,562.9601030863876,694.626,4.977477687325211,73.0886196321309,17.706540623560972,9.61390926481645,8.634435203417866,0.000263690898405942,1.5398848834633543
0.5,E74,304.0,9.023245901639344,-117.32657360795054,13.971000000000004,-1.2422749326476605,27.01800000000003,-0.7212166373834634,36.19900000000007,619.0566507777228,697.672,5.483145833592898,60.41017055978491,28.51145173515828,15.105001997223802,10.412871915925441,0.00018039586767038267,0.9346611972151252
0.5,E75,304.0,6.944410852713178,-129.78173343644517,-29.036000000000058,-1.5939460901354323,25.510999999999967,-0.8901551749647751,31.284999999999968,646.8815401246704,681.066,5.525222518916895,53.026359593517405,37.306533976039574,19.915653935436723,11.636887202913243,0.0001389184238282461,0.5897151997723827
0.5,E76,304.0,4.526673611111114,-134.8782928904127,-97.221,-2.145588683483993,23.119000000000028,-1.1549568214666124,24.84999999999991,668.3045592500767,647.019,5.142485550064174,42.8575361654663,53.11540945684733,27.783886984842372,13.51371419507947,9.081819469341913e-5,0.15242216438937894
0.5,E77,256.0,13.84748387096774,-38.40570642521328,57.805999999999926,-0.2920433269755449,20.920999999999935,-0.19874580464846758,30.572000000000003,430.92728190453266,525.356,2.42857654438175,74.94507127037005,8.217479547996595,3.136953383951244,4.1049891650666455,0.00027711654472435665,0.8275951429065737
0.5,E78,256.0,10.009137614678897,-59.12370107965148,54.129999999999995,-0.4085732398929167,22.18399999999997,-0.26171662045788935,28.388000000000034,465.415060956518,554.4549999999999,2.831684864355254,63.825778052317375,13.251410147755081,4.305492081356916,4.904245162457134,0.0002003242487927985,0.4963046512199992
0.5,E79,256.0,8.033490566037736,-74.42490905247348,39.89499999999998,-0.5147919871552631,22.04499999999996,-0.3174428514679448,26.559000000000083,486.26578429662436,560.0329999999999,3.043601972122533,57.06130228077401,17.74064838810072,5.350198966465999,5.545354697465947,0.00016086765484359764,0.303781096826765
0.5,E80,256.0,6.605050847457628,-87.29993082279304,25.01699999999994,-0.6267013097185554,22.118000000000052,-0.37413973649597665,24.714999999999918,503.7169667767513,561.2539999999999,3.1685771012408788,51.703719262696055,22.485786974801663,6.456644686236015,6.0232494218150485,0.00013213557121730338,0.15710564837299756
0.5,E81,256.0,4.527140495867768,-106.0252091103689,-10.158999999999878,-0.8657190274130926,21.39800000000014,-0.4912025430171525,21.208999999999946,530.0455754545151,550.499,3.20916266682784,42.863169118148946,33.268140410353816,9.044920602531288,6.945740514411272,9.043803481256982e-5,-0.07219132908284098
1.0,E67,456.0,15.2805125,-74.04802180371564,59.47500000000002,-1.242030659730517,24.437000000000012,-0.7751776975702569,53.059999999999945,645.120920443354,763.414,12.693996690337384,157.31166905899502,38.93051651689111,14.989263336837231,11.607759228175183,0.0003060287040836849,2.6662136668377547
1.0,E68,456.0,12.499871559633025,-90.75815637807295,35.0680000000001,-1.5759732243893723,26.7890000000001,-0.9449623923414947,48.652000000000044,688.7579290271295,773.207,13.473038401515176,142.74148607447995,50.55510066561261,19.538182155317152,12.823138510927233,0.00025000514269536727,2.174259492050976
1.0,E69,456.0,10.499733944954128,-102.07579126219855,12.30099999999993,-1.9025296674370793,26.35200000000009,-1.1065951764451256,43.918000000000006,718.967252636122,769.76,13.80722018870416,130.48761434740518,61.61149385437996,24.112193157266486,14.105432949217722,0.00021028843935400635,1.7693032750792859
1.0,E70,456.0,9.107139705882352,-107.78085990232739,-32.19699999999989,-2.1918782700970496,26.552000000000135,-1.2475240559195981,40.690000000000055,741.83578166396,779.518,13.881453473547577,121.90475856483776,71.47346396310395,28.488011095601124,14.981932219158702,0.00018217661658593987,1.4750767728617524
1.0,E71,456.0,7.126846153846151,-112.52771456010555,-82.95000000000005,-2.6958109453923953,25.041999999999916,-1.4908138240513154,35.34699999999998,769.9668732914778,753.56,13.58988715085253,108.29146711434092,89.14294398145678,36.131044371031294,16.45765610716015,0.00014296012361411756,1.0298124484433875
1.0,E72,304.0,18.707575757575754,-36.86141216475039,60.24300000000005,-0.5531768224167308,26.787000000000035,-0.369953587617033,49.79000000000008,508.64117022562573,652.9549999999999,7.882953364866217,172.17114323533175,20.184291517070335,6.453280445012973,7.290237955347905,0.0003664741251387232,2.1902933673454665
1.0,E73,304.0,13.170870967741934,-62.05589259951148,56.78800000000001,-0.8112835706019723,26.93100000000004,-0.5108435272818497,44.360000000000014,565.9859457572742,694.626,9.233500043767584,146.1772392642618,32.85125619743813,9.088088415386608,8.539678360348073,0.000263690898405942,1.5698695859465337
1.0,E74,304.0,9.023245901639344,-89.28107279514848,13.971000000000004,-1.2460351302975141,27.01800000000003,-0.7330937951917349,36.19900000000007,626.8625808610328,697.672,10.197676074132515,120.82034111956982,53.03510002911016,14.038108658693849,10.277168903857874,0.00018039586767038267,0.9817509910154864
1.0,E75,304.0,6.944410852713178,-101.22908275764144,-29.036000000000058,-1.5997514727839643,25.510999999999967,-0.9095821227519991,31.284999999999968,659.7205818944975,681.066,10.318101080562112,106.05271918703481,69.6813298265423,18.492012092971017,11.486261972321453,0.0001389184238282461,0.6460698112926556
1.0,E76,304.0,4.526673611111114,-109.11718370911512,-97.221,-2.1533375933652223,23.119000000000028,-1.1862776526394327,24.84999999999991,691.5320355825847,647.019,9.653351100570902,85.7150723309326,99.72950565967741,26.045893400868888,13.365756741644516,9.081819469341913e-5,0.21446154791060756
1.0,E77,256.0,13.84748387096774,-28.156821316615094,57.805999999999926,-0.2912600354683832,20.920999999999935,-0.19897420744052852,30.572000000000003,431.7044329971835,525.356,4.506495181391019,149.8901425407401,15.250583825378623,3.039314713955873,4.059106812162672,0.00027711654472435665,0.8367921709418057
1.0,E78,256.0,10.009137614678897,-44.07574241960265,54.129999999999995,-0.4068671619578481,22.18399999999997,-0.26281120968178584,28.388000000000034,467.37706292570704,554.4549999999999,5.219041082583162,127.65155610463475,24.427221605881886,4.100363929824917,4.82935664846515,0.0002003242487927985,0.5106779959673283
1.0,E79,256.0,8.033490566037736,-56.221776683375765,39.89499999999998,-0.5120167083214255,22.04499999999996,-0.3195970999436213,26.559000000000083,489.74584377110517,560.0329999999999,5.596535722667931,114.12260456154802,32.62665718268583,5.035725125803627,5.449331366919368,0.00016086765484359764,0.3224279212158656
1.0,E80,256.0,6.605050847457628,-66.86247995834094,25.01699999999994,-0.6228751056592046,22.118000000000052,-0.37773967803627784,24.714999999999918,509.2393962087805,561.2539999999999,5.8233832610187,103.40743852539211,41.333067981720305,6.022410223685132,5.909045152393472,0.00013213557121730338,0.17976249587867343
1.0,E81,256.0,4.527140495867768,-83.70890163058914,-10.158999999999878,-0.8604202166327468,21.39800000000014,-0.498988931041481,21.208999999999946,541.5167478141304,550.499,5.911109926366205,85.72633823629789,61.291702689121315,8.379502309159754,6.809670946305127,9.043803481256982e-5,-0.04309852121036428
2.0,E67,456.0,15.2805125,-29.238885626311117,59.47500000000002,-1.2496369976379356,24.437000000000012,-0.7868488293768223,53.059999999999945,651.4805749606996,763.414,22.326040240010233,314.62333811799004,68.48950344179994,13.614410021492127,11.43423120027185,0.0003060287040836849,2.7430053154131855
2.0,E68,456.0,12.499871559633025,-39.76787657874365,35.0680000000001,-1.589712907581088,26.7890000000001,-0.9671062638948342,48.652000000000044,699.5531446669364,773.207,23.75398459406742,285.4829721489599,89.15925582717304,17.454076850316298,12.609429515976739,0.00025000514269536727,2.275187479518732
2.0,E69,456.0,10.499733944954128,-48.48054327012176,12.30099999999993,-1.9220491944739706,26.35200000000009,-1.1403324804575732,43.918000000000006,734.8770241354821,769.76,24.46205008202851,260.97522869481037,109.19072854145892,21.38707393360557,13.864398791731215,0.00021028843935400635,1.8897896269009915
2.0,E70,456.0,9.107139705882352,-53.861033096401115,-32.19699999999989,-2.2158574073766886,26.552000000000135,-1.291790544085643,40.690000000000055,762.812506538792,779.518,24.690415448528043,243.80951712967553,127.16922591120797,25.26809701063817,14.729272122654592,0.00018217661658593987,1.6094691126869622
2.0,E71,456.0,7.126846153846151,-60.83604018405231,-82.95000000000005,-2.7256621964888836,25.041999999999916,-1.552649964529337,35.34699999999998,800.891499341694,753.56,24.324322868134576,216.58293422868184,159.6123635289705,32.26967948217599,16.201694196006166,0.00014296012361411756,1.1800129819281153
