time,hour,T2,T3,T4,T8,T9,T10,T11,T12
125,0.034722222,294.205,317.254,294.608,401.416,369.027,329.486,345.783,397.314
126,0.035,294.205,317.254,294.608,401.416,369.027,329.486,345.783,397.314
127,0.035277778,294.205,317.254,294.608,401.416,369.027,329.486,345.783,397.314
128,0.035555556,294.205,317.254,294.608,401.416,369.027,329.486,345.783,397.314
129,0.035833333,294.212,318.27,294.621,404.079,371.69,330.987,347.67,400.273
130,0.036111111,294.212,318.27,294.621,404.079,371.69,330.987,347.67,400.273
131,0.036388889,294.212,318.27,294.621,404.079,371.69,330.987,347.67,400.273
132,0.036666667,294.204,319.284,294.629,406.65,374.296,332.484,349.538,403.178
133,0.036944444,294.204,319.284,294.629,406.65,374.296,332.484,349.538,403.178
134,0.037222222,294.204,319.284,294.629,406.65,374.296,332.484,349.538,403.178
135,0.0375,294.204,319.284,294.629,406.65,374.296,332.484,349.538,403.178
136,0.037777778,294.22,320.281,294.663,409.14,376.871,333.959,351.384,406.017
137,0.038055556,294.22,320.281,294.663,409.14,376.871,333.959,351.384,406.017
138,0.038333333,294.22,320.281,294.663,409.14,376.871,333.959,351.384,406.017
139,0.038611111,294.216,321.334,294.689,411.753,379.512,335.46,353.256,408.894
140,0.038888889,294.216,321.334,294.689,411.753,379.512,335.46,353.256,408.894
141,0.039166667,294.216,321.334,294.689,411.753,379.512,335.46,353.256,408.894
142,0.039444444,294.216,321.334,294.689,411.753,379.512,335.46,353.256,408.894
143,0.039722222,294.215,322.308,294.7,414.179,382.077,336.92,355.064,411.694
144,0.04,294.215,322.308,294.7,414.179,382.077,336.92,355.064,411.694
145,0.040277778,294.215,322.308,294.7,414.179,382.077,336.92,355.064,411.694
146,0.040555556,294.207,323.276,294.713,416.538,384.595,338.357,356.832,414.43
147,0.040833333,294.207,323.276,294.713,416.538,384.595,338.357,356.832,414.43
148,0.041111111,294.207,323.276,294.713,416.538,384.595,338.357,356.832,414.43
149,0.041388889,294.207,323.276,294.713,416.538,384.595,338.357,356.832,414.43
150,0.041666667,294.215,324.234,294.735,419,387.101,339.794,358.618,417.127
151,0.041944444,294.215,324.234,294.735,419,387.101,339.794,358.618,417.127
152,0.042222222,294.215,324.234,294.735,419,387.101,339.794,358.618,417.127
153,0.0425,294.224,325.185,294.762,421.337,389.585,341.223,360.36,419.798
154,0.042777778,294.224,325.185,294.762,421.337,389.585,341.223,360.36,419.798
155,0.043055556,294.224,325.185,294.762,421.337,389.585,341.223,360.36,419.798
156,0.043333333,294.224,325.185,294.762,421.337,389.585,341.223,360.36,419.798
157,0.043611111,294.206,326.087,294.769,423.583,391.965,342.588,362.057,422.348
158,0.043888889,294.206,326.087,294.769,423.583,391.965,342.588,362.057,422.348
159,0.044166667,294.206,326.087,294.769,423.583,391.965,342.588,362.057,422.348
160,0.044444444,294.23,327.04,294.811,425.799,394.345,343.979,363.727,424.873
161,0.044722222,294.23,327.04,294.811,425.799,394.345,343.979,363.727,424.873
162,0.045,294.23,327.04,294.811,425.799,394.345,343.979,363.727,424.873
163,0.045277778,294.23,327.04,294.811,425.799,394.345,343.979,363.727,424.873
164,0.045555556,294.211,327.918,294.826,427.856,396.697,345.313,365.335,427.345
165,0.045833333,294.211,327.918,294.826,427.856,396.697,345.313,365.335,427.345
166,0.046111111,294.211,327.918,294.826,427.856,396.697,345.313,365.335,427.345
167,0.046388889,294.213,328.824,294.826,429.923,399.009,346.646,366.991,429.808
168,0.046666667,294.213,328.824,294.826,429.923,399.009,346.646,366.991,429.808
169,0.046944444,294.213,328.824,294.826,429.923,399.009,346.646,366.991,429.808
170,0.047222222,294.213,328.824,294.826,429.923,399.009,346.646,366.991,429.808
171,0.0475,294.223,329.733,294.862,432.012,401.357,348.006,368.653,432.253
172,0.047777778,294.223,329.733,294.862,432.012,401.357,348.006,368.653,432.253
173,0.048055556,294.223,329.733,294.862,432.012,401.357,348.006,368.653,432.253
174,0.048333333,294.218,330.621,294.877,434.117,403.617,349.33,370.27,434.596
175,0.048611111,294.218,330.621,294.877,434.117,403.617,349.33,370.27,434.596
176,0.048888889,294.218,330.621,294.877,434.117,403.617,349.33,370.27,434.596
177,0.049166667,294.218,330.621,294.877,434.117,403.617,349.33,370.27,434.596
178,0.049444444,294.225,331.517,294.915,436.246,405.93,350.678,371.874,437.002
179,0.049722222,294.225,331.517,294.915,436.246,405.93,350.678,371.874,437.002
180,0.05,294.225,331.517,294.915,436.246,405.93,350.678,371.874,437.002
181,0.050277778,294.234,332.396,294.935,438.48,408.163,352.006,373.477,439.335
182,0.050555556,294.234,332.396,294.935,438.48,408.163,352.006,373.477,439.335
183,0.050833333,294.234,332.396,294.935,438.48,408.163,352.006,373.477,439.335
184,0.051111111,294.234,332.396,294.935,438.48,408.163,352.006,373.477,439.335
185,0.051388889,294.225,333.24,294.958,440.612,410.381,353.269,375.01,441.648
186,0.051666667,294.225,333.24,294.958,440.612,410.381,353.269,375.01,441.648
187,0.051944444,294.225,333.24,294.958,440.612,410.381,353.269,375.01,441.648
188,0.052222222,294.234,334.117,294.98,442.778,412.551,354.54,376.541,443.919
189,0.0525,294.234,334.117,294.98,442.778,412.551,354.54,376.541,443.919
190,0.052777778,294.234,334.117,294.98,442.778,412.551,354.54,376.541,443.919
191,0.053055556,294.234,334.117,294.98,442.778,412.551,354.54,376.541,443.919
192,0.053333333,294.23,334.927,295.009,444.847,414.713,355.794,378.05,446.195
193,0.053611111,294.23,334.927,295.009,444.847,414.713,355.794,378.05,446.195
194,0.053888889,294.23,334.927,295.009,444.847,414.713,355.794,378.05,446.195
195,0.054166667,294.222,335.755,295.03,447.009,416.876,357.042,379.566,448.442
196,0.054444444,294.222,335.755,295.03,447.009,416.876,357.042,379.566,448.442
197,0.054722222,294.222,335.755,295.03,447.009,416.876,357.042,379.566,448.442
198,0.055,294.222,335.755,295.03,447.009,416.876,357.042,379.566,448.442
199,0.055277778,294.229,336.614,295.057,449.211,419.04,358.31,381.044,450.703
200,0.055555556,294.229,336.614,295.057,449.211,419.04,358.31,381.044,450.703
201,0.055833333,294.229,336.614,295.057,449.211,419.04,358.31,381.044,450.703
202,0.056111111,294.22,337.412,295.066,451.382,421.142,359.517,382.494,452.887
203,0.056388889,294.22,337.412,295.066,451.382,421.142,359.517,382.494,452.887
204,0.056666667,294.22,337.412,295.066,451.382,421.142,359.517,382.494,452.887
205,0.056944444,294.227,338.205,295.101,453.274,423.201,360.704,383.929,455.057
206,0.057222222,294.227,338.205,295.101,453.274,423.201,360.704,383.929,455.057
207,0.0575,294.227,338.205,295.101,453.274,423.201,360.704,383.929,455.057
208,0.057777778,294.227,338.205,295.101,453.274,423.201,360.704,383.929,455.057
209,0.058055556,294.244,339.016,295.131,455.222,425.267,361.904,385.381,457.232
210,0.058333333,294.244,339.016,295.131,455.222,425.267,361.904,385.381,457.232
211,0.058611111,294.244,339.016,295.131,455.222,425.267,361.904,385.381,457.232
212,0.058888889,294.227,339.795,295.155,457.126,427.318,363.079,386.76,459.338
213,0.059166667,294.227,339.795,295.155,457.126,427.318,363.079,386.76,459.338
214,0.059444444,294.227,339.795,295.155,457.126,427.318,363.079,386.76,459.338
215,0.059722222,294.227,339.795,295.155,457.126,427.318,363.079,386.76,459.338
216,0.06,294.251,340.568,295.205,459.148,429.363,364.268,388.144,461.459
217,0.060277778,294.251,340.568,295.205,459.148,429.363,364.268,388.144,461.459
218,0.060555556,294.251,340.568,295.205,459.148,429.363,364.268,388.144,461.459
219,0.060833333,294.235,341.318,295.225,461.217,431.34,365.406,389.526,463.511
220,0.061111111,294.235,341.318,295.225,461.217,431.34,365.406,389.526,463.511
221,0.061388889,294.235,341.318,295.225,461.217,431.34,365.406,389.526,463.511
222,0.061666667,294.235,341.318,295.225,461.217,431.34,365.406,389.526,463.511
223,0.061944444,294.235,342.072,295.25,463.141,433.263,366.52,390.857,465.536
224,0.062222222,294.235,342.072,295.25,463.141,433.263,366.52,390.857,465.536
225,0.0625,294.235,342.072,295.25,463.141,433.263,366.52,390.857,465.536
226,0.062777778,294.243,342.841,295.274,465.071,435.247,367.655,392.194,467.562
227,0.063055556,294.243,342.841,295.274,465.071,435.247,367.655,392.194,467.562
228,0.063333333,294.243,342.841,295.274,465.071,435.247,367.655,392.194,467.562
229,0.063611111,294.243,342.841,295.274,465.071,435.247,367.655,392.194,467.562
230,0.063888889,294.24,343.62,295.303,466.836,437.209,368.786,393.527,469.598
231,0.064166667,294.24,343.62,295.303,466.836,437.209,368.786,393.527,469.598
232,0.064444444,294.24,343.62,295.303,466.836,437.209,368.786,393.527,469.598
233,0.064722222,294.24,344.379,295.341,468.47,439.149,369.91,394.857,471.609
234,0.065,294.24,344.379,295.341,468.47,439.149,369.91,394.857,471.609
235,0.065277778,294.24,344.379,295.341,468.47,439.149,369.91,394.857,471.609
236,0.065555556,294.24,344.379,295.341,468.47,439.149,369.91,394.857,471.609
237,0.065833333,294.238,345.106,295.369,470.02,441.065,371.011,396.148,473.583
238,0.066111111,294.238,345.106,295.369,470.02,441.065,371.011,396.148,473.583
239,0.066388889,294.238,345.106,295.369,470.02,441.065,371.011,396.148,473.583
240,0.066666667,294.24,345.862,295.399,471.721,442.967,372.13,397.458,475.535
241,0.066944444,294.24,345.862,295.399,471.721,442.967,372.13,397.458,475.535
242,0.067222222,294.24,345.862,295.399,471.721,442.967,372.13,397.458,475.535
243,0.0675,294.24,345.862,295.399,471.721,442.967,372.13,397.458,475.535
244,0.067777778,294.243,346.608,295.429,473.425,444.85,373.221,398.741,477.43
245,0.068055556,294.243,346.608,295.429,473.425,444.85,373.221,398.741,477.43
246,0.068333333,294.243,346.608,295.429,473.425,444.85,373.221,398.741,477.43
247,0.068611111,294.243,347.309,295.463,475.2,446.678,374.295,400.006,479.303
248,0.068888889,294.243,347.309,295.463,475.2,446.678,374.295,400.006,479.303
249,0.069166667,294.243,347.309,295.463,475.2,446.678,374.295,400.006,479.303
250,0.069444444,294.243,347.309,295.463,475.2,446.678,374.295,400.006,479.303
251,0.069722222,294.248,348.066,295.499,476.982,448.552,375.395,401.308,481.209
252,0.07,294.248,348.066,295.499,476.982,448.552,375.395,401.308,481.209
253,0.070277778,294.248,348.066,295.499,476.982,448.552,375.395,401.308,481.209
254,0.070555556,294.243,348.797,295.527,478.668,450.368,376.44,402.527,483.094
255,0.070833333,294.243,348.797,295.527,478.668,450.368,376.44,402.527,483.094
256,0.071111111,294.243,348.797,295.527,478.668,450.368,376.44,402.527,483.094
257,0.071388889,294.243,348.797,295.527,478.668,450.368,376.44,402.527,483.094
258,0.071666667,294.235,349.514,295.551,480.434,452.157,377.488,403.736,484.906
259,0.071944444,294.235,349.514,295.551,480.434,452.157,377.488,403.736,484.906
260,0.072222222,294.235,349.514,295.551,480.434,452.157,377.488,403.736,484.906
261,0.0725,294.261,350.233,295.6,482.091,453.92,378.522,404.957,486.72
262,0.072777778,294.261,350.233,295.6,482.091,453.92,378.522,404.957,486.72
263,0.073055556,294.261,350.233,295.6,482.091,453.92,378.522,404.957,486.72
264,0.073333333,294.261,350.233,295.6,482.091,453.92,378.522,404.957,486.72
265,0.073611111,294.249,350.933,295.632,483.698,455.671,379.538,406.169,488.51
266,0.073888889,294.249,350.933,295.632,483.698,455.671,379.538,406.169,488.51
267,0.074166667,294.249,350.933,295.632,483.698,455.671,379.538,406.169,488.51
268,0.074444444,294.252,351.654,295.655,485.244,457.417,380.553,407.354,490.306
269,0.074722222,294.252,351.654,295.655,485.244,457.417,380.553,407.354,490.306
270,0.075,294.252,351.654,295.655,485.244,457.417,380.553,407.354,490.306
271,0.075277778,294.252,351.654,295.655,485.244,457.417,380.553,407.354,490.306
272,0.075555556,294.252,352.365,295.698,486.672,459.157,381.563,408.547,492.059
273,0.075833333,294.252,352.365,295.698,486.672,459.157,381.563,408.547,492.059
274,0.076111111,294.252,352.365,295.698,486.672,459.157,381.563,408.547,492.059
275,0.076388889,294.245,353.035,295.717,488.224,460.84,382.546,409.7,493.797
276,0.076666667,294.245,353.035,295.717,488.224,460.84,382.546,409.7,493.797
277,0.076944444,294.245,353.035,295.717,488.224,460.84,382.546,409.7,493.797
278,0.077222222,294.245,353.035,295.717,488.224,460.84,382.546,409.7,493.797
279,0.0775,294.248,353.739,295.753,489.864,462.554,383.541,410.845,495.507
280,0.077777778,294.248,353.739,295.753,489.864,462.554,383.541,410.845,495.507
281,0.078055556,294.248,353.739,295.753,489.864,462.554,383.541,410.845,495.507
282,0.078333333,294.254,354.439,295.793,491.368,464.257,384.537,412.016,497.218
283,0.078611111,294.254,354.439,295.793,491.368,464.257,384.537,412.016,497.218
284,0.078888889,294.254,354.439,295.793,491.368,464.257,384.537,412.016,497.218
285,0.079166667,294.254,354.439,295.793,491.368,464.257,384.537,412.016,497.218
286,0.079444444,294.253,355.133,295.826,492.875,465.914,385.505,413.169,498.9
287,0.079722222,294.253,355.133,295.826,492.875,465.914,385.505,413.169,498.9
288,0.08,294.253,355.133,295.826,492.875,465.914,385.505,413.169,498.9
289,0.080277778,294.255,355.798,295.865,494.234,467.574,386.477,414.285,500.56
290,0.080555556,294.255,355.798,295.865,494.234,467.574,386.477,414.285,500.56
291,0.080833333,294.255,355.798,295.865,494.234,467.574,386.477,414.285,500.56
292,0.081111111,294.255,355.798,295.865,494.234,467.574,386.477,414.285,500.56
293,0.081388889,294.259,356.465,295.903,495.547,469.149,387.4,415.389,502.159
294,0.081666667,294.259,356.465,295.903,495.547,469.149,387.4,415.389,502.159
295,0.081944444,294.259,356.465,295.903,495.547,469.149,387.4,415.389,502.159
296,0.082222222,294.258,357.159,295.932,497.126,470.741,388.344,416.477,503.73
297,0.0825,294.258,357.159,295.932,497.126,470.741,388.344,416.477,503.73
298,0.082777778,294.258,357.159,295.932,497.126,470.741,388.344,416.477,503.73
299,0.083055556,294.255,357.816,295.953,498.313,472.27,389.261,417.52,505.282
300,0.083333333,294.255,357.816,295.953,498.313,472.27,389.261,417.52,505.282
301,0.083611111,294.255,357.816,295.953,498.313,472.27,389.261,417.52,505.282
302,0.083888889,294.255,357.816,295.953,498.313,472.27,389.261,417.52,505.282
303,0.084166667,294.259,358.471,295.996,499.374,473.822,390.194,418.605,506.82
304,0.084444444,294.259,358.471,295.996,499.374,473.822,390.194,418.605,506.82
305,0.084722222,294.259,358.471,295.996,499.374,473.822,390.194,418.605,506.82
306,0.085,294.27,359.11,296.048,500.6,475.338,391.106,419.642,508.304
307,0.085277778,294.27,359.11,296.048,500.6,475.338,391.106,419.642,508.304
308,0.085555556,294.27,359.11,296.048,500.6,475.338,391.106,419.642,508.304
309,0.085833333,294.27,359.11,296.048,500.6,475.338,391.106,419.642,508.304
310,0.086111111,294.268,359.789,296.09,502.088,476.843,392.021,420.704,509.793
311,0.086388889,294.268,359.789,296.09,502.088,476.843,392.021,420.704,509.793
312,0.086666667,294.268,359.789,296.09,502.088,476.843,392.021,420.704,509.793
313,0.086944444,294.271,360.437,296.119,503.65,478.323,392.914,421.737,511.247
314,0.087222222,294.271,360.437,296.119,503.65,478.323,392.914,421.737,511.247
315,0.0875,294.271,360.437,296.119,503.65,478.323,392.914,421.737,511.247
316,0.087777778,294.271,360.437,296.119,503.65,478.323,392.914,421.737,511.247
317,0.088055556,294.266,361.096,296.152,505.087,479.784,393.801,422.768,512.727
318,0.088333333,294.266,361.096,296.152,505.087,479.784,393.801,422.768,512.727
319,0.088611111,294.266,361.096,296.152,505.087,479.784,393.801,422.768,512.727
320,0.088888889,294.272,361.761,296.197,506.443,481.264,394.696,423.793,514.218
321,0.089166667,294.272,361.761,296.197,506.443,481.264,394.696,423.793,514.218
322,0.089444444,294.272,361.761,296.197,506.443,481.264,394.696,423.793,514.218
323,0.089722222,294.272,361.761,296.197,506.443,481.264,394.696,423.793,514.218
324,0.09,294.268,362.393,296.242,507.793,482.689,395.551,424.803,515.673
325,0.090277778,294.268,362.393,296.242,507.793,482.689,395.551,424.803,515.673
326,0.090555556,294.268,362.393,296.242,507.793,482.689,395.551,424.803,515.673
327,0.090833333,294.254,363.023,296.256,509.173,484.097,396.395,425.764,517.067
328,0.091111111,294.254,363.023,296.256,509.173,484.097,396.395,425.764,517.067
329,0.091388889,294.254,363.023,296.256,509.173,484.097,396.395,425.764,517.067
330,0.091666667,294.254,363.023,296.256,509.173,484.097,396.395,425.764,517.067
331,0.091944444,294.282,363.684,296.313,510.377,485.556,397.313,426.79,518.557
332,0.092222222,294.282,363.684,296.313,510.377,485.556,397.313,426.79,518.557
333,0.0925,294.282,363.684,296.313,510.377,485.556,397.313,426.79,518.557
334,0.092777778,294.277,364.315,296.343,511.517,486.977,398.144,427.769,519.973
335,0.093055556,294.277,364.315,296.343,511.517,486.977,398.144,427.769,519.973
336,0.093333333,294.277,364.315,296.343,511.517,486.977,398.144,427.769,519.973
337,0.093611111,294.274,364.951,296.389,512.651,488.369,399,428.734,521.354
338,0.093888889,294.274,364.951,296.389,512.651,488.369,399,428.734,521.354
339,0.094166667,294.274,364.951,296.389,512.651,488.369,399,428.734,521.354
340,0.094444444,294.274,364.951,296.389,512.651,488.369,399,428.734,521.354
341,0.094722222,294.28,365.576,296.435,513.805,489.75,399.828,429.7,522.732
342,0.095,294.28,365.576,296.435,513.805,489.75,399.828,429.7,522.732
343,0.095277778,294.28,365.576,296.435,513.805,489.75,399.828,429.7,522.732
344,0.095555556,294.275,366.191,296.478,514.937,491.078,400.645,430.606,524.021
345,0.095833333,294.275,366.191,296.478,514.937,491.078,400.645,430.606,524.021
346,0.096111111,294.275,366.191,296.478,514.937,491.078,400.645,430.606,524.021
347,0.096388889,294.275,366.191,296.478,514.937,491.078,400.645,430.606,524.021
348,0.096666667,294.287,366.824,296.521,516.12,492.459,401.491,431.58,525.376
349,0.096944444,294.287,366.824,296.521,516.12,492.459,401.491,431.58,525.376
