time,T2
329,294.254
330,294.254
331,294.282
332,294.282
333,294.282
334,294.277
335,294.277
336,294.277
337,294.274
338,294.274
339,294.274
340,294.274
341,294.28
342,294.28
343,294.28
344,294.275
345,294.275
346,294.275
347,294.275
348,294.287
349,294.287
350,294.287
351,294.271
352,294.271
353,294.271
354,294.271
355,294.292
356,294.292
357,294.292
358,294.292
359,294.29
360,294.29
361,294.29
362,294.296
363,294.296
364,294.296
365,294.296
366,294.297
367,294.297
368,294.297
369,294.291
370,294.291
371,294.291
372,294.291
373,294.298
374,294.298
375,294.298
376,294.297
377,294.297
378,294.297
379,294.297
380,294.292
381,294.292
382,294.292
383,294.299
384,294.299
385,294.299
386,294.299
387,294.298
388,294.298
389,294.298
390,294.306
391,294.306
392,294.306
393,294.306
394,294.31
395,294.31
396,294.31
397,294.312
398,294.312
399,294.312
400,294.317
401,294.317
402,294.317
403,294.317
404,294.333
405,294.333
406,294.333
407,294.321
408,294.321
409,294.321
410,294.321
411,294.336
412,294.336
413,294.336
414,294.33
415,294.33
416,294.33
417,294.33
418,294.331
419,294.331
420,294.331
421,294.332
422,294.332
423,294.332
424,294.332
425,294.341
426,294.341
427,294.341
428,294.341
429,294.343
430,294.343
431,294.343
432,294.347
433,294.347
434,294.347
435,294.347
436,294.348
437,294.348
438,294.348
439,294.359
440,294.359
441,294.359
442,294.361
443,294.361
444,294.361
445,294.361
446,294.36
447,294.36
448,294.36
449,294.378
450,294.378
451,294.378
452,294.378
453,294.359
454,294.359
455,294.359
456,294.365
457,294.365
458,294.365
459,294.365
460,294.368
461,294.368
462,294.368
463,294.372
464,294.372
465,294.372
466,294.372
467,294.382
468,294.382
469,294.382
470,294.375
471,294.375
472,294.375
473,294.375
474,294.39
475,294.39
476,294.39
477,294.391
478,294.391
479,294.391
480,294.391
481,294.385
482,294.385
483,294.385
484,294.397
485,294.397
486,294.397
487,294.397
488,294.411
489,294.411
490,294.411
491,294.403
492,294.403
493,294.403
494,294.403
495,294.4
496,294.4
497,294.4
498,294.41
499,294.41
500,294.41
501,294.41
502,294.416
503,294.416
504,294.416
505,294.415
506,294.415
507,294.415
508,294.415
509,294.428
510,294.428
511,294.428
512,294.432
513,294.432
514,294.432
515,294.432
516,294.424
517,294.424
518,294.424
519,294.431
520,294.431
521,294.431
522,294.431
523,294.44
524,294.44
525,294.44
526,294.452
527,294.452
528,294.452
529,294.452
530,294.451
531,294.451
532,294.451
533,294.443
534,294.443
535,294.443
536,294.443
537,294.453
538,294.453
539,294.453
540,294.451
541,294.451
542,294.451
543,294.451
544,294.469
545,294.469
546,294.469
547,294.474
548,294.474
549,294.474
550,294.474
551,294.472
552,294.472
553,294.472
554,294.482
555,294.482
556,294.482
557,294.482
558,294.483
559,294.483
560,294.483
561,294.492
562,294.492
563,294.492
564,294.492
565,294.49
566,294.49
567,294.49
568,294.49
569,294.49
570,294.49
571,294.49
572,294.5
573,294.5
574,294.5
575,294.507
576,294.507
577,294.507
578,294.507
579,294.513
580,294.513
581,294.513
582,294.528
583,294.528
584,294.528
585,294.528
586,294.519
587,294.519
588,294.519
589,294.531
590,294.531
591,294.531
592,294.531
593,294.545
594,294.545
595,294.545
596,294.534
597,294.534
598,294.534
599,294.534
600,294.537
601,294.537
602,294.537
603,294.559
604,294.559
605,294.559
606,294.559
607,294.563
608,294.563
609,294.563
610,294.557
611,294.557
612,294.557
613,294.557
614,294.572
615,294.572
616,294.572
617,294.575
618,294.575
619,294.575
620,294.575
621,294.589
622,294.589
623,294.589
624,294.597
625,294.597
626,294.597
627,294.597
628,294.589
629,294.589
630,294.589
631,294.601
632,294.601
633,294.601
634,294.608
635,294.608
636,294.608
637,294.608
638,294.605
639,294.605
640,294.605
641,294.626
642,294.626
643,294.626
644,294.626
645,294.623
646,294.623
647,294.623
648,294.634
649,294.634
650,294.634
651,294.634
652,294.64
653,294.64
654,294.64
655,294.643
656,294.643
657,294.643
658,294.643
659,294.655
660,294.655
661,294.655
662,294.65
663,294.65
664,294.65
665,294.65
666,294.657
667,294.657
668,294.657
669,294.666
670,294.666
671,294.666
672,294.666
673,294.69
674,294.69
675,294.69
676,294.678
677,294.678
678,294.678
679,294.678
680,294.681
681,294.681
682,294.681
683,294.694
684,294.694
685,294.694
686,294.694
687,294.691
688,294.691
689,294.691
690,294.694
691,294.694
692,294.694
693,294.703
694,294.703
695,294.703
696,294.703
697,294.723
698,294.723
699,294.723
700,294.715
701,294.715
702,294.715
703,294.715
704,294.72
705,294.72
706,294.72
707,294.727
708,294.727
709,294.727
710,294.727
711,294.746
712,294.746
713,294.746
714,294.742
715,294.742
716,294.742
717,294.742
718,294.749
719,294.749
720,294.749
721,294.76
722,294.76
723,294.76
724,294.76
725,294.764
726,294.764
727,294.764
728,294.77
729,294.77
730,294.77
731,294.77
732,294.773
733,294.773
734,294.773
735,294.774
736,294.774
737,294.774
738,294.774
739,294.792
740,294.792
741,294.792
742,294.803
743,294.803
744,294.803
745,294.802
746,294.802
747,294.802
748,294.802
749,294.797
750,294.797
751,294.797
752,294.797
753,294.815
754,294.815
755,294.815
756,294.816
757,294.816
758,294.816
759,294.816
760,294.824
761,294.824
762,294.824
763,294.837
764,294.837
765,294.837
766,294.837
767,294.853
768,294.853
769,294.853
770,294.841
771,294.841
772,294.841
773,294.841
774,294.848
775,294.848
776,294.848
777,294.864
778,294.864
779,294.864
780,294.864
781,294.86
782,294.86
783,294.86
784,294.872
785,294.872
786,294.872
787,294.905
788,294.905
789,294.905
790,294.905
791,294.887
792,294.887
793,294.887
794,294.89
795,294.89
796,294.89
797,294.89
798,294.897
799,294.897
800,294.897
801,294.907
802,294.907
803,294.907
804,294.907
805,294.916
806,294.916
807,294.916
808,294.917
809,294.917
810,294.917
811,294.917
812,294.931
813,294.931
814,294.931
815,294.929
816,294.929
817,294.929
818,294.929
819,294.935
820,294.935
821,294.935
822,294.942
823,294.942
824,294.942
825,294.942
826,294.964
827,294.964
828,294.964
829,294.955
830,294.955
831,294.955
832,294.955
833,294.966
834,294.966
835,294.966
836,294.976
837,294.976
838,294.976
839,294.976
840,294.981
841,294.981
842,294.981
843,294.999
844,294.999
845,294.999
846,294.999
847,295.006
848,295.006
849,295.006
850,295.002
851,295.002
852,295.002
853,295.002
854,295.014
855,295.014
856,295.014
857,295.009
858,295.009
859,295.009
860,295.021
861,295.021
862,295.021
863,295.021
864,295.03
865,295.03
866,295.03
867,295.032
868,295.032
869,295.032
870,295.032
871,295.033
872,295.033
873,295.033
874,295.041
875,295.041
876,295.041
877,295.041
878,295.057
879,295.057
880,295.057
881,295.055
882,295.055
883,295.055
884,295.055
885,295.075
886,295.075
887,295.075
888,295.073
889,295.073
890,295.073
891,295.073
892,295.09
893,295.09
894,295.09
895,295.094
896,295.094
897,295.094
898,295.094
899,295.108
900,295.108
901,295.108
902,295.101
903,295.101
904,295.101
905,295.101
906,295.112
907,295.112
908,295.112
909,295.119
910,295.119
911,295.119
912,295.119
913,295.138
914,295.138
915,295.138
916,295.148
917,295.148
918,295.148
919,295.148
920,295.138
921,295.138
922,295.138
923,295.156
924,295.156
925,295.156
926,295.165
927,295.165
928,295.165
929,295.165
930,295.164
931,295.164
932,295.164
933,295.178
934,295.178
935,295.178
936,295.178
937,295.186
938,295.186
939,295.186
940,295.19
941,295.19
942,295.19
943,295.19
944,295.193
945,295.193
946,295.193
947,295.203
948,295.203
949,295.203
950,295.203
951,295.227
952,295.227
953,295.227
954,295.228
955,295.228
956,295.228
957,295.228
958,295.236
959,295.236
960,295.236
961,295.24
962,295.24
963,295.24
964,295.24
965,295.252
966,295.252
967,295.252
968,295.257
969,295.257
970,295.257
971,295.257
972,295.264
973,295.264
974,295.264
975,295.262
976,295.262
977,295.262
978,295.262
979,295.273
980,295.273
981,295.273
982,295.286
983,295.286
984,295.286
985,295.296
986,295.296
987,295.296
988,295.296
989,295.29
990,295.29
991,295.29
992,295.31
993,295.31
994,295.31
995,295.31
996,295.322
997,295.322
998,295.322
999,295.337
1000,295.337
1001,295.337
1002,295.337
1003,295.332
1004,295.332
1005,295.332
1006,295.352
1007,295.352
1008,295.352
1009,295.352
1010,295.354
1011,295.354
1012,295.354
1013,295.367
1014,295.367
1015,295.367
1016,295.367
1017,295.365
1018,295.365
1019,295.365
1020,295.365
1021,295.389
1022,295.389
1023,295.389
1024,295.38
1025,295.38
1026,295.38
1027,295.393
1028,295.393
1029,295.393
1030,295.393
1031,295.403
1032,295.403
1033,295.403
1034,295.403
1035,295.42
1036,295.42
1037,295.42
1038,295.431
1039,295.431
1040,295.431
1041,295.446
1042,295.446
1043,295.446
1044,295.446
1045,295.446
1046,295.446
1047,295.446
1048,295.454
1049,295.454
1050,295.454
1051,295.454
1052,295.459
1053,295.459
1054,295.459
1055,295.473
1056,295.473
1057,295.473
1058,295.473
1059,295.485
1060,295.485
1061,295.485
1062,295.505
1063,295.505
1064,295.505
1065,295.505
1066,295.51
1067,295.51
1068,295.51
1069,295.511
1070,295.511
1071,295.511
1072,295.511
1073,295.523
1074,295.523
1075,295.523
1076,295.541
1077,295.541
1078,295.541
1079,295.541
1080,295.555
1081,295.555
1082,295.555
1083,295.565
1084,295.565
1085,295.565
1086,295.565
1087,295.569
1088,295.569
1089,295.569
1090,295.593
1091,295.593
1092,295.593
1093,295.59
1094,295.59
1095,295.59
1096,295.59
1097,295.594
1098,295.594
1099,295.594
1100,295.619
1101,295.619
1102,295.619
1103,295.619
1104,295.63
1105,295.63
1106,295.63
1107,295.639
1108,295.639
1109,295.639
1110,295.639
1111,295.64
1112,295.64
1113,295.64
1114,295.669
1115,295.669
1116,295.669
1117,295.669
1118,295.669
1119,295.669
1120,295.669
1121,295.681
1122,295.681
1123,295.681
1124,295.681
1125,295.705
1126,295.705
1127,295.705
1128,295.721
1129,295.721
1130,295.721
1131,295.721
1132,295.728
1133,295.728
1134,295.728
1135,295.739
1136,295.739
1137,295.739
1138,295.739
1139,295.763
1140,295.763
1141,295.763
1142,295.752
1143,295.752
1144,295.752
1145,295.752
1146,295.772
1147,295.772
1148,295.772
1149,295.791
1150,295.791
1151,295.791
1152,295.791
1153,295.798
1154,295.798
1155,295.798
1156,295.817
1157,295.817
1158,295.817
1159,295.817
1160,295.835
1161,295.835
1162,295.835
1163,295.833
1164,295.833
1165,295.833
1166,295.833
1167,295.85
1168,295.85
1169,295.85
1170,295.853
1171,295.853
1172,295.853
1173,295.853
1174,295.868
1175,295.868
1176,295.868
1177,295.893
1178,295.893
1179,295.893
1180,295.893
1181,295.895
1182,295.895
1183,295.895
1184,295.917
1185,295.917
1186,295.917
1187,295.925
1188,295.925
1189,295.925
1190,295.925
1191,295.947
1192,295.947
1193,295.947
1194,295.945
1195,295.945
1196,295.945
1197,295.945
1198,295.963
1199,295.963
1200,295.963
1201,295.98
1202,295.98
1203,295.98
1204,295.98
1205,295.991
1206,295.991
1207,295.991
1208,296.012
1209,296.012
1210,296.012
1211,296.012
1212,296.028
1213,296.028
1214,296.028
1215,296.04
1216,296.04
1217,296.04
1218,296.04
1219,296.053
1220,296.053
1221,296.053
1222,296.062
1223,296.062
1224,296.062
1225,296.062
1226,296.08
1227,296.08
1228,296.08
1229,296.094
1230,296.094
1231,296.094
1232,296.094
1233,296.111
1234,296.111
1235,296.111
1236,296.121
1237,296.121
1238,296.121
1239,296.121
1240,296.133
1241,296.133
1242,296.133
1243,296.136
1244,296.136
1245,296.136
1246,296.136
1247,296.16
1248,296.16
1249,296.16
1250,296.178
1251,296.178
1252,296.178
1253,296.178
1254,296.191
1255,296.191
1256,296.191
1257,296.205
1258,296.205
1259,296.205
1260,296.205
1261,296.222
1262,296.222
1263,296.222
1264,296.225
1265,296.225
1266,296.225
1267,296.225
1268,296.242
1269,296.242
1270,296.242
1271,296.258
1272,296.258
1273,296.258
1274,296.258
1275,296.267
1276,296.267
1277,296.267
1278,296.289
1279,296.289
1280,296.289
1281,296.289
1282,296.305
1283,296.305
1284,296.305
1285,296.313
1286,296.313
1287,296.313
1288,296.313
1289,296.316
1290,296.316
1291,296.316
1292,296.337
1293,296.337
1294,296.337
1295,296.337
1296,296.357
1297,296.357
1298,296.357
1299,296.366
1300,296.366
1301,296.366
1302,296.366
1303,296.385
1304,296.385
1305,296.385
1306,296.4
1307,296.4
1308,296.4
1309,296.4
1310,296.407
1311,296.407
1312,296.407
1313,296.424
1314,296.424
1315,296.424
1316,296.439
1317,296.439
1318,296.439
1319,296.439
1320,296.452
1321,296.452
1322,296.452
1323,296.459
1324,296.459
1325,296.459
1326,296.459
1327,296.467
1328,296.467
1329,296.467
1330,296.493
1331,296.493
1332,296.493
1333,296.493
1334,296.51
1335,296.51
1336,296.51
1337,296.514
1338,296.514
1339,296.514
1340,296.514
1341,296.534
1342,296.534
1343,296.534
1344,296.534
1345,296.55
1346,296.55
1347,296.55
1348,296.56
1349,296.56
1350,296.56
1351,296.583
1352,296.583
1353,296.583
1354,296.583
1355,296.593
1356,296.593
1357,296.593
1358,296.604
1359,296.604
1360,296.604
1361,296.604
1362,296.608
1363,296.608
1364,296.608
1365,296.638
1366,296.638
1367,296.638
1368,296.638
1369,296.652
1370,296.652
1371,296.652
1372,296.652
1373,296.652
1374,296.652
1375,296.652
1376,296.665
1377,296.665
1378,296.665
1379,296.697
1380,296.697
1381,296.697
1382,296.697
1383,296.704
1384,296.704
1385,296.704
1386,296.713
1387,296.713
1388,296.713
1389,296.713
1390,296.73
1391,296.73
1392,296.73
1393,296.743
1394,296.743
1395,296.743
1396,296.743
1397,296.768
1398,296.768
1399,296.768
1400,296.771
1401,296.771
1402,296.771
1403,296.771
1404,296.789
1405,296.789
1406,296.789
1407,296.799
1408,296.799
1409,296.799
1410,296.799
1411,296.806
1412,296.806
1413,296.806
1414,296.83
1415,296.83
1416,296.83
1417,296.83
1418,296.845
1419,296.845
1420,296.845
1421,296.849
1422,296.849
1423,296.849
1424,296.86
1425,296.86
1426,296.86
1427,296.86
1428,296.873
1429,296.873
1430,296.873
1431,296.904
1432,296.904
1433,296.904
1434,296.904
1435,296.907
1436,296.907
1437,296.907
1438,296.921
1439,296.921
1440,296.921
1441,296.921
1442,296.937
1443,296.937
1444,296.937
1445,296.957
1446,296.957
1447,296.957
1448,296.957
1449,296.96
1450,296.96
1451,296.96
1452,296.984
1453,296.984
1454,296.984
1455,296.984
1456,297
1457,297
1458,297
1459,297.012
1460,297.012
1461,297.012
1462,297.012
1463,297.02
1464,297.02
1465,297.02
1466,297.037
1467,297.037
1468,297.037
1469,297.037
1470,297.054
1471,297.054
1472,297.054
1473,297.065
1474,297.065
1475,297.065
1476,297.065
1477,297.087
1478,297.087
1479,297.087
1480,297.08
1481,297.08
1482,297.08
1483,297.08
1484,297.107
1485,297.107
1486,297.107
1487,297.114
1488,297.114
1489,297.114
1490,297.114
1491,297.133
1492,297.133
1493,297.133
1494,297.153
1495,297.153
1496,297.153
1497,297.151
1498,297.151
1499,297.151
1500,297.151
1501,297.169
1502,297.169
1503,297.169
1504,297.181
1505,297.181
1506,297.181
1507,297.181
1508,297.198
1509,297.198
1510,297.198
1511,297.215
1512,297.215
1513,297.215
1514,297.215
1515,297.224
1516,297.224
1517,297.224
1518,297.237
1519,297.237
1520,297.237
1521,297.237
1522,297.259
1523,297.259
1524,297.259
1525,297.264
1526,297.264
1527,297.264
1528,297.264
1529,297.291
1530,297.291
1531,297.291
1532,297.309
1533,297.309
1534,297.309
1535,297.309
1536,297.317
1537,297.317
1538,297.317
1539,297.33
1540,297.33
1541,297.33
1542,297.33
1543,297.346
1544,297.346
1545,297.346
1546,297.364
1547,297.364
1548,297.364
1549,297.364
1550,297.371
1551,297.371
1552,297.371
1553,297.388
1554,297.388
1555,297.388
1556,297.388
1557,297.41
1558,297.41
1559,297.41
1560,297.429
1561,297.429
1562,297.429
1563,297.438
1564,297.438
1565,297.438
1566,297.438
1567,297.453
1568,297.453
1569,297.453
1570,297.475
1571,297.475
1572,297.475
1573,297.475
1574,297.474
1575,297.474
1576,297.474
1577,297.505
1578,297.505
1579,297.505
1580,297.505
1581,297.508
1582,297.508
1583,297.508
1584,297.541
1585,297.541
1586,297.541
1587,297.541
1588,297.541
1589,297.541
1590,297.541
1591,297.56
1592,297.56
1593,297.56
1594,297.56
1595,297.585
1596,297.585
1597,297.585
1598,297.588
1599,297.588
1600,297.588
1601,297.588
1602,297.608
1603,297.608
1604,297.608
1605,297.623
1606,297.623
1607,297.623
1608,297.623
1609,297.644
1610,297.644
1611,297.644
1612,297.654
1613,297.654
1614,297.654
1615,297.654
1616,297.675
1617,297.675
1618,297.675
1619,297.686
1620,297.686
1621,297.686
1622,297.686
1623,297.703
1624,297.703
1625,297.703
1626,297.71
1627,297.71
1628,297.71
1629,297.71
1630,297.738
1631,297.738
1632,297.738
1633,297.741
1634,297.741
1635,297.741
1636,297.741
1637,297.772
1638,297.772
1639,297.772
1640,297.779
1641,297.779
1642,297.779
1643,297.779
1644,297.796
1645,297.796
1646,297.796
1647,297.824
1648,297.824
1649,297.824
1650,297.824
1651,297.823
1652,297.823
1653,297.823
1654,297.844
1655,297.844
1656,297.844
1657,297.844
1658,297.859
1659,297.859
1660,297.859
1661,297.881
1662,297.881
1663,297.881
1664,297.881
1665,297.905
1666,297.905
1667,297.905
1668,297.91
1669,297.91
1670,297.91
1671,297.91
1672,297.924
1673,297.924
1674,297.924
1675,297.945
1676,297.945
1677,297.945
1678,297.945
1679,297.96
1680,297.96
1681,297.96
1682,297.975
1683,297.975
1684,297.975
1685,297.989
1686,297.989
1687,297.989
1688,297.989
1689,298.018
1690,298.018
1691,298.018
1692,298.038
1693,298.038
1694,298.038
1695,298.038
1696,298.04
1697,298.04
1698,298.04
1699,298.06
1700,298.06
1701,298.06
1702,298.06
1703,298.066
1704,298.066
1705,298.066
1706,298.089
1707,298.089
1708,298.089
1709,298.089
1710,298.099
1711,298.099
1712,298.099
1713,298.12
1714,298.12
1715,298.12
1716,298.12
1717,298.146
1718,298.146
1719,298.146
1720,298.148
1721,298.148
1722,298.148
1723,298.148
1724,298.177
1725,298.177
1726,298.177
1727,298.171
1728,298.171
1729,298.171
1730,298.171
1731,298.2
1732,298.2
1733,298.2
1734,298.218
1735,298.218
1736,298.218
1737,298.218
1738,298.231
1739,298.231
1740,298.231
1741,298.25
1742,298.25
1743,298.25
1744,298.271
1745,298.271
1746,298.271
1747,298.271
1748,298.281
1749,298.281
1750,298.281
1751,298.292
1752,298.292
1753,298.292
1754,298.292
1755,298.308
1756,298.308
1757,298.308
1758,298.326
1759,298.326
1760,298.326
1761,298.326
1762,298.349
1763,298.349
1764,298.349
1765,298.372
1766,298.372
1767,298.372
1768,298.372
1769,298.387
1770,298.387
1771,298.387
1772,298.403
1773,298.403
1774,298.403
1775,298.403
1776,298.423
1777,298.423
1778,298.423
1779,298.446
1780,298.446
1781,298.446
1782,298.446
1783,298.454
1784,298.454
1785,298.454
1786,298.479
1787,298.479
1788,298.479
1789,298.479
1790,298.489
1791,298.489
1792,298.489
1793,298.499
1794,298.499
1795,298.499
1796,298.499
1797,298.522
1798,298.522
1799,298.522
1800,298.541
1801,298.541
1802,298.541
1803,298.541
1804,298.555
1805,298.555
1806,298.555
1807,298.575
1808,298.575
1809,298.575
1810,298.575
1811,298.588
1812,298.588
1813,298.588
1814,298.594
1815,298.594
1816,298.594
1817,298.594
1818,298.628
1819,298.628
1820,298.628
1821,298.642
1822,298.642
1823,298.642
1824,298.642
1825,298.647
1826,298.647
1827,298.647
1828,298.673
1829,298.673
1830,298.673
1831,298.673
1832,298.693
1833,298.693
1834,298.693
1835,298.712
1836,298.712
1837,298.712
1838,298.712
1839,298.734
1840,298.734
1841,298.734
1842,298.757
1843,298.757
1844,298.757
1845,298.773
1846,298.773
1847,298.773
1848,298.773
1849,298.792
1850,298.792
1851,298.792
1852,298.796
1853,298.796
1854,298.796
1855,298.796
1856,298.821
1857,298.821
1858,298.821
1859,298.821
1860,298.821
1861,298.821
1862,298.821
1863,298.85
1864,298.85
1865,298.85
1866,298.867
1867,298.867
1868,298.867
1869,298.867
1870,298.883
1871,298.883
1872,298.883
1873,298.911
1874,298.911
1875,298.911
1876,298.911
1877,298.933
1878,298.933
1879,298.933
1880,298.946
1881,298.946
1882,298.946
1883,298.946
1884,298.954
1885,298.954
1886,298.954
1887,298.967
1888,298.967
1889,298.967
1890,298.967
1891,299.003
1892,299.003
1893,299.003
1894,299.006
1895,299.006
1896,299.006
1897,299.006
1898,299.036
1899,299.036
1900,299.036
1901,299.062
1902,299.062
1903,299.062
1904,299.062
1905,299.075
1906,299.075
1907,299.075
1908,299.091
1909,299.091
1910,299.091
1911,299.091
1912,299.103
1913,299.103
1914,299.103
1915,299.137
1916,299.137
1917,299.137
1918,299.137
1919,299.142
1920,299.142
1921,299.142
1922,299.154
1923,299.154
1924,299.154
1925,299.154
1926,299.18
1927,299.18
1928,299.18
1929,299.199
1930,299.199
1931,299.199
1932,299.199
1933,299.219
1934,299.219
1935,299.219
1936,299.235
1937,299.235
1938,299.235
1939,299.235
1940,299.267
1941,299.267
1942,299.267
1943,299.263
1944,299.263
1945,299.263
1946,299.263
1947,299.286
1948,299.286
1949,299.286
1950,299.303
1951,299.303
1952,299.303
1953,299.303
1954,299.33
1955,299.33
1956,299.33
1957,299.343
1958,299.343
1959,299.343
1960,299.343
1961,299.363
1962,299.363
1963,299.363
1964,299.384
1965,299.384
1966,299.384
1967,299.384
1968,299.398
1969,299.398
1970,299.398
1971,299.427
1972,299.427
1973,299.427
1974,299.442
1975,299.442
1976,299.442
1977,299.442
1978,299.451
1979,299.451
1980,299.451
1981,299.482
1982,299.482
1983,299.482
1984,299.482
1985,299.485
1986,299.485
1987,299.485
1988,299.506
1989,299.506
1990,299.506
1991,299.506
1992,299.53
1993,299.53
1994,299.53
1995,299.543
1996,299.543
1997,299.543
1998,299.543
1999,299.557
2000,299.557
2001,299.557
2002,299.578
2003,299.578
2004,299.578
2005,299.578
2006,299.598
2007,299.598
2008,299.598
2009,299.606
2010,299.606
2011,299.606
2012,299.606
2013,299.628
2014,299.628
2015,299.628
2016,299.653
2017,299.653
2018,299.653
2019,299.653
2020,299.669
2021,299.669
2022,299.669
2023,299.682
2024,299.682
2025,299.682
2026,299.682
2027,299.709
2028,299.709
2029,299.709
2030,299.71
2031,299.71
2032,299.71
2033,299.71
2034,299.724
2035,299.724
2036,299.724
2037,299.751
2038,299.751
2039,299.751
2040,299.751
2041,299.762
2042,299.762
2043,299.762
2044,299.792
2045,299.792
2046,299.792
2047,299.792
2048,299.793
2049,299.793
2050,299.793
2051,299.825
2052,299.825
2053,299.825
2054,299.825
2055,299.84
2056,299.84
2057,299.84
2058,299.873
2059,299.873
2060,299.873
2061,299.873
2062,299.875
2063,299.875
2064,299.875
2065,299.899
2066,299.899
2067,299.899
2068,299.899
2069,299.918
2070,299.918
2071,299.918
2072,299.928
2073,299.928
2074,299.928
2075,299.928
2076,299.948
2077,299.948
2078,299.948
2079,299.974
2080,299.974
2081,299.974
2082,299.985
2083,299.985
2084,299.985
2085,299.985
2086,299.997
2087,299.997
2088,299.997
2089,300.023
2090,300.023
2091,300.023
2092,300.023
2093,300.046
2094,300.046
2095,300.046
2096,300.067
2097,300.067
2098,300.067
2099,300.067
2100,300.081
2101,300.081
2102,300.081
2103,300.101
2104,300.101
2105,300.101
2106,300.101
2107,300.111
2108,300.111
2109,300.111
2110,300.125
2111,300.125
2112,300.125
2113,300.125
2114,300.152
2115,300.152
2116,300.152
2117,300.174
2118,300.174
2119,300.174
2120,300.174
2121,300.192
2122,300.192
2123,300.192
2124,300.208
2125,300.208
2126,300.208
2127,300.228
2128,300.228
2129,300.228
2130,300.228
2131,300.245
2132,300.245
2133,300.245
2134,300.245
2135,300.245
2136,300.245
2137,300.245
2138,300.28
2139,300.28
2140,300.28
2141,300.292
